OID_,src_GEOID,nbr_GEOID,LENGTH
160,720034305011,720034304013,1448.001720581295558
161,720034305011,720034305012,3684.356695383048645
162,720034305011,720034305021,632.004571144519787
163,720034305011,720034305022,2975.324487094906544
164,720034305012,720034304012,699.186007671982907
165,720034305012,720034304013,679.167409117055058
166,720034305012,720034305011,3684.356695383048645
167,720034305012,720034305014,1835.814620730746356
168,720034305012,720034305021,2185.941304579489952
169,720034305013,720034301003,277.835141313091867
170,720034305013,720034302003,483.861062250816019
171,720034305013,720034303002,1025.177055934957480
172,720034305013,720034303003,0.000000000000000
173,720034305013,720034304012,1299.143341777365322
174,720034305013,720034305014,2881.781963722190540
175,720034305013,720034306022,975.194584848243153
176,720034305014,720034304012,108.663148988494981
177,720034305014,720034305012,1835.814620730746356
178,720034305014,720034305013,2881.781963722190540
179,720034305014,720034305021,1462.281730647415316
180,720034305014,720034306011,2808.748797854786972
181,720034305014,720034306013,0.000000000000000
182,720034305014,720034306022,716.737730008343533
183,720034305021,720034305011,632.004571144519787
184,720034305021,720034305012,2185.941304579489952
185,720034305021,720034305014,1462.281730647415316
186,720034305021,720034305022,2228.074633017135511
187,720034305021,720034306011,0.000000000000000
188,720034305021,720034306013,4763.562135449302332
189,720034305021,720118106001,646.243641832930507
190,720034305022,720034304011,25.135530607724778
191,720034305022,720034304022,3033.254680594817728
192,720034305022,720034305011,2975.324487094906544
193,720034305022,720034305021,2228.074633017135511
194,720034305022,720118105004,1415.331380871395368
195,720034305022,720118106001,34.867580869989439
196,720034305022,720118106002,2170.330924672056881
197,720034306011,720034305014,2808.748797854786972
198,720034306011,720034305021,0.000000000000000
199,720034306011,720034306012,3346.830578390784012
200,720034306011,720034306013,107.708745918492411
201,720034306011,720034306014,1545.376248084071904
202,720034306011,720034306022,2377.463540211201689
203,720034306012,720034306011,3346.830578390784012
204,720034306012,720034306014,1919.994657887953963
205,720034306012,720034306021,771.585248520869413
206,720034306012,720034306022,317.295489420960507
207,720034306012,721179594012,746.561816377926220
208,720034306012,721179594021,4296.214141763337466
209,720034306013,720034305014,0.000000000000000
210,720034306013,720034305021,4763.562135449302332
211,720034306013,720034306011,107.708745918492411
212,720034306013,720034306014,1940.257738852688362
213,720034306013,720118106001,592.377774463992068
214,720034306013,721179594021,1503.890263533052348
215,720034306013,721179596012,2101.969728900993232
216,720034306014,720034306011,1545.376248084071904
217,720034306014,720034306012,1919.994657887953963
218,720034306014,720034306013,1940.257738852688362
219,720034306014,721179594021,543.868630841932486
220,720034306021,720034306012,771.585248520869413
221,720034306021,720034306022,2703.396988978925947
222,720034306021,721179594012,2292.266537993133625
223,720034306021,721179594014,1755.984998053815161
224,720034306022,720034303001,1603.066818042113482
225,720034306022,720034303002,0.000000000000000
226,720034306022,720034303003,1110.129208999541333
227,720034306022,720034305013,975.194584848243153
228,720034306022,720034305014,716.737730008343533
229,720034306022,720034306011,2377.463540211201689
230,720034306022,720034306012,317.295489420960507
231,720034306022,720034306021,2703.396988978925947
232,720054001001,720054001002,811.050255435133863
233,720054001001,720054001003,1333.321216133779672
234,720054001001,720054001005,1338.588774910762140
235,720054001001,720054003002,3972.640715708079370
236,720054001001,720054005011,442.835369865798214
237,720054001001,720054013032,1513.112451675848433
238,720054001001,720714104012,85.439386968070608
239,720054001002,720054001001,811.050255435133863
240,720054001002,720054001003,914.924038149654621
241,720054001002,720054001004,814.470681955798000
242,720054001002,720054001005,1302.653974592433997
243,720054001002,720054013031,11.866736782310467
244,720054001002,720054013032,771.180617227420157
245,720054001003,720054001001,1333.321216133779672
246,720054001003,720054001002,914.924038149654621
247,720054001003,720054001004,1844.079476152323195
248,720054001003,720054001005,875.194448017892228
249,720054001003,720054013031,2334.163607277708707
250,720054001003,720714104012,3048.352870024109052
251,720054001004,720054001002,814.470681955798000
252,720054001004,720054001003,1844.079476152323195
253,720054001005,720054001001,1338.588774910762140
254,720054001005,720054001002,1302.653974592433997
255,720054001005,720054001003,875.194448017892228
256,720054003001,720054003002,6136.509598402133633
257,720054003001,720054004002,461.346245728871054
258,720054003002,720054001001,3972.640715708079370
259,720054003002,720054003001,6136.509598402133633
260,720054003002,720054004002,1457.224440534664154
261,720054003002,720054005011,2500.341398297910473
262,720054003002,720054005012,958.035228084728715
263,720054004001,720054004002,1877.072170330426843
264,720054004001,720054004003,788.036499121188626
265,720054004001,720054005012,470.740431901848353
266,720054004001,720054005021,483.787855809795133
267,720054004002,720054003001,461.346245728871054
268,720054004002,720054003002,1457.224440534664154
269,720054004002,720054004001,1877.072170330426843
270,720054004002,720054004003,2226.266165073429875
271,720054004002,720054005012,160.332646931870443
272,720054004002,720054007001,214.618958710827201
273,720054004003,720054004001,788.036499121188626
274,720054004003,720054004002,2226.266165073429875
275,720054004003,720054005021,925.362504143354613
276,720054004003,720054005022,262.322639993102143
277,720054004003,720054007001,1368.041764188715661
278,720054004003,720054007003,574.099102119086638
279,720054005011,720054001001,442.835369865798214
280,720054005011,720054003002,2500.341398297910473
281,720054005011,720054005012,367.530217811955936
282,720054005011,720054005021,324.533019590165054
283,720054005011,720054005022,2251.891773135574567
284,720054005011,720054005023,321.492039413760438
285,720054005011,720054013032,1471.814907091019904
286,720054005011,720054013041,1049.916075638810071
287,720054005011,720054013042,288.142274624794936
288,720054005012,720054003002,958.035228084728715
289,720054005012,720054004001,470.740431901848353
290,720054005012,720054004002,160.332646931870443
291,720054005012,720054005011,367.530217811955936
292,720054005012,720054005021,1086.754282483972020
293,720054005021,720054004001,483.787855809795133
294,720054005021,720054004003,925.362504143354613
295,720054005021,720054005011,324.533019590165054
296,720054005021,720054005012,1086.754282483972020
297,720054005021,720054005022,2128.836145752677567
298,720054005022,720054004003,262.322639993102143
299,720054005022,720054005011,2251.891773135574567
300,720054005022,720054005021,2128.836145752677567
301,720054005022,720054005023,1999.271992410064740
302,720054005022,720054007003,83.761785666741488
303,720054005023,720054005011,321.492039413760438
304,720054005023,720054005022,1999.271992410064740
305,720054005023,720054006002,694.756098715689859
306,720054005023,720054006003,1107.165526275415004
307,720054005023,720054007003,279.043190177837062
308,720054005023,720054012001,126.191049257275054
309,720054005023,720054013012,491.706497732984417
310,720054005023,720054013013,566.809123538371409
311,720054005023,720054013042,1046.647145012110514
312,720054006001,720054006002,113.625976412115890
313,720054006001,720054006003,341.224396936550988
314,720054006001,720054007001,785.105145619185805
315,720054006001,720054007002,367.641293809399883
316,720054006001,720054008001,332.147977944462014
317,720054006001,720054009001,1312.941717374270183
318,720054006002,720054005023,694.756098715689859
319,720054006002,720054006001,113.625976412115890
320,720054006002,720054006003,959.474152865458791
321,720054006002,720054007002,146.359290414138172
322,720054006002,720054007003,1420.497115690777946
323,720054006003,720054005023,1107.165526275415004
324,720054006003,720054006001,341.224396936550988
325,720054006003,720054006002,959.474152865458791
326,720054006003,720054009001,284.457941072839049
327,720054006003,720054012001,146.049331382404631
328,720054007001,720054004002,214.618958710827201
329,720054007001,720054004003,1368.041764188715661
330,720054007001,720054006001,785.105145619185805
331,720054007001,720054007002,1359.593678440676513
332,720054007001,720054007003,980.756989801288569
333,720054007001,720054008001,163.014252630172962
334,720054007002,720054006001,367.641293809399883
335,720054007002,720054006002,146.359290414138172
336,720054007002,720054007001,1359.593678440676513
337,720054007002,720054007003,538.762321004846513
338,720054007003,720054004003,574.099102119086638
339,720054007003,720054005022,83.761785666741488
340,720054007003,720054005023,279.043190177837062
341,720054007003,720054006002,1420.497115690777946
342,720054007003,720054007001,980.756989801288569
343,720054007003,720054007002,538.762321004846513
344,720054008001,720054006001,332.147977944462014
345,720054008001,720054007001,163.014252630172962
346,720054008001,720054008002,700.633484341801022
347,720054008001,720054009001,431.419268564759022
348,720054008002,720054008001,700.633484341801022
349,720054008002,720054009001,729.800894821641805
350,720054008002,720054015001,522.334917911879415
351,720054009001,720054006001,1312.941717374270183
352,720054009001,720054006003,284.457941072839049
353,720054009001,720054008001,431.419268564759022
354,720054009001,720054008002,729.800894821641805
355,720054009001,720054012001,2635.691769595107417
356,720054009001,720054015001,684.663833443631120
357,720054012001,720034301001,282.809576920885547
358,720054012001,720034301003,1359.571022462846940
359,720054012001,720054005023,126.191049257275054
360,720054012001,720054006003,146.049331382404631
361,720054012001,720054009001,2635.691769595107417
362,720054012001,720054012002,4196.059350770499805
363,720054012001,720054013012,131.992810930671084
364,720054012001,720054013013,1181.687254289669227
365,720054012001,720054014021,1584.612473781146718
366,720054012001,720054014023,1629.098010476878699
367,720054012001,720054015001,2765.518042711142698
368,720054012001,720994201002,2308.154891348390265
369,720054012002,720034301002,1315.021413103477698
370,720054012002,720034301003,2156.407633453735798
371,720054012002,720054012001,4196.059350770499805
372,720054012002,720994201002,358.261778285270395
373,720054012002,720994202001,926.820014594200529
374,720054012002,720994202004,951.471173789255204
375,720054012002,720994205002,4.266504092294337
376,720054013011,720054013012,1592.750613527734458
377,720054013011,720054013042,2524.231619459305421
378,720054013011,720054014023,1606.856050265848125
379,720054013012,720054005023,491.706497732984417
380,720054013012,720054012001,131.992810930671084
381,720054013012,720054013011,1592.750613527734458
382,720054013012,720054013013,1776.176225687920805
383,720054013012,720054013042,750.671699093500138
384,720054013012,720054014023,329.157210231547083
385,720054013013,720054005023,566.809123538371409
386,720054013013,720054012001,1181.687254289669227
387,720054013013,720054013012,1776.176225687920805
388,720054013031,720054001002,11.866736782310467
389,720054013031,720054001003,2334.163607277708707
390,720054013031,720054013032,354.027588202865672
391,720054013031,720054013033,2462.990883832655982
392,720054013031,720054014011,2091.652992490211545
393,720054013031,720054014012,2401.577741589162997
394,720054013031,720054014013,843.602734507096670
395,720054013031,720714104012,2215.347879555113650
396,720054013031,720714104032,1438.835028512909275
397,720054013031,720714104033,1704.962333472298496
398,720054013032,720054001001,1513.112451675848433
399,720054013032,720054001002,771.180617227420157
400,720054013032,720054005011,1471.814907091019904
401,720054013032,720054013031,354.027588202865672
402,720054013032,720054013033,3478.755121580244122
403,720054013032,720054013041,2274.478276787603590
404,720054013032,720054014013,348.445205480356947
405,720054013032,720054014022,1191.011037220200706
406,720054013033,720054013031,2462.990883832655982
407,720054013033,720054013032,3478.755121580244122
408,720054013033,720054014013,930.467845774232615
409,720054013041,720054005011,1049.916075638810071
410,720054013041,720054013032,2274.478276787603590
411,720054013041,720054013042,4513.510103857812283
412,720054013041,720054014021,84.412161181935787
413,720054013041,720054014022,1270.541384230214589
414,720054013042,720054005011,288.142274624794936
415,720054013042,720054005023,1046.647145012110514
416,720054013042,720054013011,2524.231619459305421
417,720054013042,720054013012,750.671699093500138
418,720054013042,720054013041,4513.510103857812283
419,720054013042,720054014021,162.326603380440048
420,720054013042,720054014023,119.107361409729634
421,720054014011,720054013031,2091.652992490211545
422,720054014011,720054014012,2152.018771597356590
423,720054014011,720054014013,3248.766171792160549
424,720054014011,720714104032,173.632954599332606
425,720054014012,720054013031,2401.577741589162997
426,720054014012,720054014011,2152.018771597356590
427,720054014013,720054013031,843.602734507096670
428,720054014013,720054013032,348.445205480356947
429,720054014013,720054013033,930.467845774232615
430,720054014013,720054014011,3248.766171792160549
431,720054014013,720054014022,2301.033096524269240
432,720054014013,720054014024,1548.337168044354939
433,720054014013,720714104032,1084.316218730980609
434,720054014013,720714107011,0.000000000000000
435,720054014013,720994201001,1987.117155474439414
436,720054014021,720054012001,1584.612473781146718
437,720054014021,720054013041,84.412161181935787
438,720054014021,720054013042,162.326603380440048
439,720054014021,720054014022,2300.842077164714738
440,720054014021,720054014023,2298.916146422643578
441,720054014021,720994201002,2395.204534931216585
442,720054014022,720054013032,1191.011037220200706
443,720054014022,720054013041,1270.541384230214589
444,720054014022,720054014013,2301.033096524269240
445,720054014022,720054014021,2300.842077164714738
446,720054014022,720054014024,1419.859202524605507
447,720054014022,720994201001,288.623376510783430
448,720054014022,720994201002,1168.433942547337210
449,720054014023,720054012001,1629.098010476878699
450,720054014023,720054013011,1606.856050265848125
451,720054014023,720054013012,329.157210231547083
452,720054014023,720054013042,119.107361409729634
453,720054014023,720054014021,2298.916146422643578
454,720054014024,720054014013,1548.337168044354939
455,720054014024,720054014022,1419.859202524605507
456,720054014024,720994201001,2748.897961394461618
457,720054015001,720034301001,4203.816626304908823
458,720054015001,720054008002,522.334917911879415
459,720054015001,720054009001,684.663833443631120
460,720054015001,720054012001,2765.518042711142698
461,720072301001,720072301002,3651.111289306858453
462,720072301001,720072301003,2826.429095812076412
463,720072301001,720072302001,1787.621979229664248
464,720072301001,720072302003,1847.435101441604502
465,720072301001,720072303001,521.714236028252799
466,720072301001,720252002001,850.360330256390057
467,720072301001,720252002002,819.272223734881663
468,720072301001,720252003045,745.997400497462422
469,720072301001,720610411002,950.990480327017508
470,720072301001,720610411003,149.534739936693825
471,720072301002,720072301001,3651.111289306858453
472,720072301002,720072303001,37.130504808098777
473,720072301002,720072303002,926.096687638197182
474,720072301002,720072305021,3182.295066632848375
475,720072301002,720072305022,1017.561437851997653
476,720072301002,720252003045,1647.680603371315556
477,720072301002,720252003062,48.842871575583288
478,720072301003,720072301001,2826.429095812076412
479,720072301003,720252001004,1665.489635731691124
480,720072301003,720252002002,601.534783945449931
481,720072301003,720610411002,3287.104009553770538
482,720072301003,721270102003,1882.866479872599712
483,720072302001,720072301001,1787.621979229664248
484,720072302001,720072302003,1497.151080417321964
485,720072302001,720072302004,854.648169583428171
486,720072302001,720072303001,1392.487789635793888
487,720072302002,720072302004,2950.131911555233273
488,720072302002,720072303002,1382.792014912918830
489,720072302002,720072304001,2890.534326365383095
490,720072302002,720072304003,0.000000000000000
491,720072302002,720072305011,2230.085723840572427
492,720072302002,720072305022,749.842483095060516
493,720072302003,720072301001,1847.435101441604502
494,720072302003,720072302001,1497.151080417321964
495,720072302003,720072302004,4073.987033122908088
496,720072302003,720610409002,1523.253615877587890
497,720072302003,720610411003,1059.536969136394418
498,720072302004,720072302001,854.648169583428171
499,720072302004,720072302002,2950.131911555233273
500,720072302004,720072302003,4073.987033122908088
501,720072302004,720072303001,456.402859011235819
502,720072302004,720072303002,254.551045338007413
503,720072302004,720072304001,2604.031294806000460
504,720072302004,720610409002,1972.617859216201396
505,720072303001,720072301001,521.714236028252799
506,720072303001,720072301002,37.130504808098777
507,720072303001,720072302001,1392.487789635793888
508,720072303001,720072302004,456.402859011235819
509,720072303001,720072303002,1399.884935272637676
510,720072303002,720072301002,926.096687638197182
511,720072303002,720072302002,1382.792014912918830
512,720072303002,720072302004,254.551045338007413
513,720072303002,720072303001,1399.884935272637676
514,720072303002,720072305022,1805.273948806565613
515,720072304001,720072302002,2890.534326365383095
516,720072304001,720072302004,2604.031294806000460
517,720072304001,720072304002,7438.959636955313727
518,720072304001,720072304003,5111.470515987140971
519,720072304001,720072305011,0.000000000000000
520,720072304001,720210320001,1147.732835870300278
521,720072304001,720210321001,310.491418538004609
522,720072304001,720459517001,2337.921385295928303
523,720072304001,720610409002,830.071590870562659
524,720072304002,720072304001,7438.959636955313727
525,720072304002,720210320001,2653.995738756983428
526,720072304002,720210321001,2828.680803337668749
527,720072304003,720072302002,0.000000000000000
528,720072304003,720072304001,5111.470515987140971
529,720072304003,720072305011,3642.037269933578955
530,720072304003,720412402022,3381.980135965857244
531,720072304003,720459517001,1288.620782705830152
532,720072304003,720459521001,1778.605801320761884
533,720072305011,720072302002,2230.085723840572427
534,720072305011,720072304001,0.000000000000000
535,720072305011,720072304003,3642.037269933578955
536,720072305011,720072305012,1708.213083243603251
537,720072305011,720072305022,3201.185442563420111
538,720072305011,720412402022,1020.008251768784930
539,720072305012,720072305011,1708.213083243603251
540,720072305012,720072305022,462.526896987856333
541,720072305012,720072305023,2795.480772570458612
542,720072305012,720412402022,3599.783589755395951
543,720072305012,720412403001,91.289250642945532
544,720072305021,720072301002,3182.295066632848375
545,720072305021,720072305022,4240.433064225067028
546,720072305021,720252003052,2737.692204494187536
547,720072305021,720252003062,7.527075137759476
548,720072305021,720252024031,1233.439321758507276
549,720072305021,720252024042,377.354392232686450
550,720072305022,720072301002,1017.561437851997653
551,720072305022,720072302002,749.842483095060516
552,720072305022,720072303002,1805.273948806565613
553,720072305022,720072305011,3201.185442563420111
554,720072305022,720072305012,462.526896987856333
555,720072305022,720072305021,4240.433064225067028
556,720072305022,720072305023,1755.520679657353867
557,720072305022,720252024042,2167.925776691830379
558,720072305022,720412401012,152.881665650827244
559,720072305023,720072305012,2795.480772570458612
560,720072305023,720072305022,1755.520679657353867
561,720072305023,720412401012,3032.173471358677489
562,720072305023,720412403001,910.784931467087631
563,720092501001,720092501002,4194.846031976640006
564,720092501001,720092501003,3205.835504564686744
565,720092501001,720092502001,741.937572922416507
566,720092501001,720092504001,313.625461105133070
567,720092501001,720092505001,1876.853886421256902
568,720092501001,720092505003,1309.938644727683595
569,720092501001,720199522022,3554.212538346634574
570,720092501001,720199525001,488.133840400789495
571,720092501001,720199525004,1796.935980959218341
572,720092501002,720092501001,4194.846031976640006
573,720092501002,720092502001,1466.264962755616125
574,720092501002,720092503001,1035.603424380634124
575,720092501002,720092503002,2512.006173960315209
576,720092501002,720092504001,455.495043440035886
577,720092501003,720092501001,3205.835504564686744
578,720092501003,720092505003,2879.015475634020277
579,720092501003,720092506001,3413.649072594830159
580,720092501003,720199522022,2411.411408731105439
581,720092501003,720352604002,1557.852277345587481
582,720092501003,720412406012,7875.055105711669967
583,720092502001,720092501001,741.937572922416507
584,720092502001,720092501002,1466.264962755616125
585,720092502001,720092502002,6472.175057414207004
586,720092502001,720092503002,2667.857400068944571
587,720092502001,720092504002,1055.875249703819009
588,720092502001,720092506002,1127.146394129167902
589,720092502001,720199525001,3701.311162943522049
590,720092502001,720439539001,2960.992664982136375
591,720092502001,720439539002,0.000000000000000
592,720092502002,720092502001,6472.175057414207004
593,720092502002,720092506002,3682.206448441387238
594,720092502002,720439539001,0.000000000000000
595,720092502002,720439539002,1974.968778455345955
596,720092502002,720439545001,2841.732051340735779
597,720092503001,720092501002,1035.603424380634124
598,720092503001,720092503002,2200.595626157375136
599,720092503001,720092504001,285.694727993266440
600,720092503001,720092504002,1022.463830495741377
601,720092503002,720092501002,2512.006173960315209
602,720092503002,720092502001,2667.857400068944571
603,720092503002,720092503001,2200.595626157375136
604,720092503002,720092504002,766.061941352327267
605,720092504001,720092501001,313.625461105133070
606,720092504001,720092501002,455.495043440035886
607,720092504001,720092503001,285.694727993266440
608,720092504001,720092504002,2507.101159330548853
609,720092504001,720092505001,675.464297598299709
610,720092504001,720092505002,2397.206832508573825
611,720092504001,720092506001,626.762319442205239
612,720092504001,720092506003,0.000000000000000
613,720092504002,720092502001,1055.875249703819009
614,720092504002,720092503001,1022.463830495741377
615,720092504002,720092503002,766.061941352327267
616,720092504002,720092504001,2507.101159330548853
617,720092504002,720092506001,0.000000000000000
618,720092504002,720092506002,2179.851198538825429
619,720092504002,720092506003,699.497569461342209
620,720092505001,720092501001,1876.853886421256902
621,720092505001,720092504001,675.464297598299709
622,720092505001,720092505002,1486.337164298452080
623,720092505001,720092505003,1406.753746403637251
624,720092505002,720092504001,2397.206832508573825
625,720092505002,720092505001,1486.337164298452080
626,720092505002,720092505003,784.448811557772274
627,720092505002,720092506001,3283.656252522047907
628,720092505003,720092501001,1309.938644727683595
629,720092505003,720092501003,2879.015475634020277
630,720092505003,720092505001,1406.753746403637251
631,720092505003,720092505002,784.448811557772274
632,720092505003,720092506001,1489.585554517322180
633,720092506001,720092501003,3413.649072594830159
634,720092506001,720092504001,626.762319442205239
635,720092506001,720092504002,0.000000000000000
636,720092506001,720092505002,3283.656252522047907
637,720092506001,720092505003,1489.585554517322180
638,720092506001,720092506002,6393.980422355623887
639,720092506001,720092506003,1514.685784882440657
640,720092506001,720352604001,2042.116119393593863
641,720092506001,720352604002,2918.007730575592632
642,720092506001,721239526001,851.013483199080838
643,720092506002,720092502001,1127.146394129167902
644,720092506002,720092502002,3682.206448441387238
645,720092506002,720092504002,2179.851198538825429
646,720092506002,720092506001,6393.980422355623887
647,720092506002,720092506003,3423.184693985100694
648,720092506002,720439545001,3304.437830120238687
649,720092506002,720439545004,2035.738435733997903
650,720092506002,721239526001,3095.670702281207014
651,720092506002,721239526002,194.646097793955789
652,720092506002,721239527001,1242.225813032282986
653,720092506003,720092504001,0.000000000000000
654,720092506003,720092504002,699.497569461342209
655,720092506003,720092506001,1514.685784882440657
656,720092506003,720092506002,3423.184693985100694
657,720118101001,720118101002,5654.008315512349327
658,720118101001,720118101003,7097.787162920521951
659,720118101001,720118102001,3275.724632658233531
660,720118101001,720118102003,426.000347640728194
661,720118101001,720118102004,874.407699465134556
662,720118101001,720994204022,3450.308383354841681
663,720118101001,720994205003,3145.780994288093552
664,720118101002,720118101001,5654.008315512349327
665,720118101002,720118101003,4518.277329653616107
666,720118101002,720118102002,4324.827952895285307
667,720118101002,720118102003,3373.422552792629176
668,720118101002,720839599002,2221.379317350710608
669,720118101002,720970816011,1330.618185508092211
670,720118101003,720118101001,7097.787162920521951
671,720118101003,720118101002,4518.277329653616107
672,720118101003,720839599001,3739.115209676543145
673,720118101003,720839599002,2653.736556864407703
674,720118101003,720994204022,2071.676118251147727
675,720118101003,721319588002,2179.212623224086201
