COUNTY,TRACT,BLOCK,P0010001,P0030001,P0050001
001,956300,1000,138,114,0
001,956300,1001,118,95,0
001,956300,1002,47,45,0
001,956300,1003,86,64,0
001,956300,1004,66,56,0
001,956300,1005,17,10,0
001,956300,1006,26,21,0
001,956300,1007,21,21,0
001,956300,1008,44,43,0
001,956300,1009,56,49,0
001,956300,1010,1,1,0
001,956300,1011,16,10,0
001,956300,1012,18,13,0
001,956300,1013,13,9,0
001,956300,1014,9,9,0
001,956300,1015,107,95,0
001,956300,1016,8,5,0
001,956300,1017,11,9,0
001,956300,1018,22,20,0
001,956300,1019,56,42,0
001,956300,1020,54,43,0
001,956300,1021,21,20,0
001,956300,1022,18,9,0
001,956300,1023,33,23,0
001,956300,1024,72,50,0
001,956300,1025,29,23,0
001,956300,1026,1,1,0
001,956300,1027,18,11,0
001,956300,1028,23,16,0
001,956300,1029,18,12,0
001,956300,1030,17,10,0
001,956300,1031,20,17,0
001,956300,1032,9,6,0
001,956300,1033,138,125,0
001,956300,1034,0,0,0
001,956300,1035,9,9,0
001,956300,1036,6,4,0
001,956300,1037,8,4,0
001,956300,1038,34,34,0
001,956300,1039,0,0,0
001,956300,1040,29,20,0
001,956300,1041,17,13,0
001,956300,1042,15,13,0
001,956300,1043,19,13,0
001,956300,1044,20,14,0
001,956300,1045,11,8,0
001,956300,1046,41,41,0
001,956300,1047,53,43,0
001,956300,1048,12,11,0
001,956300,1049,9,9,0
001,956300,1050,28,24,0
001,956300,1051,14,14,0
001,956300,1052,9,7,0
001,956300,1053,20,20,0
001,956300,1054,16,11,0
001,956300,1055,12,8,0
001,956300,1056,9,8,0
001,956300,1057,0,0,0
001,956300,1058,0,0,0
001,956300,1059,26,19,0
001,956300,1060,29,23,0
001,956300,1061,66,59,0
001,956300,1062,21,17,0
001,956300,2000,17,12,0
001,956300,2001,53,46,0
001,956300,2002,145,118,0
001,956300,2003,18,18,0
001,956300,2004,11,6,0
001,956300,2005,6,6,0
001,956300,2006,49,43,0
001,956300,2007,26,26,0
001,956300,2008,21,14,0
001,956300,2009,22,22,0
001,956300,2010,25,22,0
001,956300,2011,0,0,0
001,956300,2012,10,10,0
001,956300,2013,19,6,0
001,956300,2014,0,0,0
001,956300,2015,75,61,0
001,956300,2016,68,51,0
001,956300,2017,28,21,0
001,956300,2018,12,10,0
001,956300,2019,31,27,0
001,956300,2020,50,31,0
001,956300,2021,57,47,0
001,956300,2022,4,3,0
001,956300,2023,41,26,0
001,956300,2024,6,3,0
001,956300,2025,6,5,0
001,956300,2026,164,150,0
001,956300,2027,230,192,0
001,956300,2028,18,16,0
001,956300,2029,32,25,0
001,956300,2030,34,19,0
001,956300,2031,61,54,0
001,956300,2032,31,31,0
001,956300,2033,6,4,0
001,956300,2034,15,15,0
001,956300,2035,13,9,0
001,956300,2036,6,6,0
001,956300,2037,0,0,0
001,956300,2038,13,10,0
001,956300,2039,10,3,0
001,956300,2040,92,84,0
001,956300,2041,7,7,0
001,956300,2042,29,20,0
001,956300,2043,63,48,0
001,956300,2044,14,6,0
001,956300,2045,0,0,0
001,956300,2046,79,63,0
001,956300,2047,74,64,0
001,956300,2048,19,18,0
001,956300,2049,53,46,0
001,956300,2050,62,59,0
001,956300,2051,11,2,8
001,956300,2052,0,0,0
001,956300,2053,9,7,0
001,956300,2054,16,16,0
001,956300,2055,23,19,0
001,956400,1000,86,67,0
001,956400,1001,169,132,0
001,956400,1002,27,23,0
001,956400,1003,12,8,0
001,956400,1004,16,13,0
001,956400,1005,31,25,0
001,956400,1006,24,15,0
001,956400,1007,28,23,0
001,956400,1008,34,30,0
001,956400,1009,43,30,0
001,956400,1010,40,25,0
001,956400,1011,22,21,0
001,956400,1012,44,38,0
001,956400,1013,20,19,0
001,956400,1014,53,35,0
001,956400,1015,30,29,0
001,956400,1016,88,71,0
001,956400,1017,13,13,0
001,956400,1018,14,13,0
001,956400,1019,3,1,0
001,956400,1020,25,23,0
001,956400,1021,14,8,0
001,956400,1022,15,7,0
001,956400,1023,23,18,0
001,956400,1024,10,8,0
001,956400,1025,13,12,0
001,956400,1026,74,63,0
001,956400,1027,5,2,0
001,956400,1028,17,13,0
001,956400,1029,9,8,0
001,956400,1030,71,67,0
001,956400,1031,14,11,0
001,956400,1032,156,145,0
001,956400,1033,40,31,0
001,956400,1034,8,6,0
001,956400,1035,46,35,0
001,956400,1036,4,4,0
001,956400,1037,20,16,0
001,956400,1038,26,23,0
001,956400,1039,46,44,0
001,956400,1040,32,27,0
001,956400,1041,15,12,0
001,956400,1042,83,72,0
001,956400,1043,69,56,0
001,956400,2000,19,14,0
001,956400,2001,30,24,0
001,956400,2002,17,13,0
001,956400,2003,19,12,0
001,956400,2004,27,20,0
001,956400,2005,17,11,0
001,956400,2006,58,52,0
001,956400,2007,71,58,0
001,956400,2008,33,30,0
001,956400,2009,127,102,0
001,956400,2010,14,14,0
001,956400,2011,9,9,0
001,956400,2012,0,0,0
001,956400,2013,0,0,0
001,956400,2014,34,34,0
001,956400,2015,18,12,0
001,956400,2016,0,0,0
001,956400,2017,66,53,0
001,956400,2018,25,23,0
001,956400,2019,4,4,0
001,956400,2020,66,57,0
001,956400,2021,17,13,0
001,956400,2022,12,7,0
001,956400,2023,111,89,0
001,956400,2024,2,2,0
001,956400,2025,8,4,0
001,956400,2026,14,13,0
001,956400,2027,23,19,0
001,956400,2028,14,11,0
001,956400,2029,25,21,0
001,956400,2030,24,24,0
001,956400,2031,9,8,0
001,956400,2032,15,13,0
001,956400,2033,10,9,0
001,956400,2034,22,12,0
001,956400,2035,0,0,0
001,956400,2036,5,5,0
001,956400,2037,9,6,0
001,956400,2038,7,5,0
001,956400,2039,23,22,0
001,956400,2040,9,9,0
001,956500,1000,24,14,0
001,956500,1001,0,0,0
001,956500,1002,108,90,0
001,956500,1003,21,21,0
001,956500,1004,50,41,0
001,956500,1005,4,4,0
001,956500,1006,155,120,0
001,956500,1007,24,11,0
001,956500,1008,348,304,0
001,956500,1009,51,39,0
001,956500,1010,15,13,0
001,956500,1011,82,57,0
001,956500,1012,45,38,0
001,956500,1013,15,10,0
001,956500,1014,18,13,0
001,956500,1015,53,38,0
001,956500,1016,16,10,0
001,956500,1017,32,32,0
001,956500,1018,12,10,0
001,956500,1019,5,5,0
001,956500,1020,23,21,0
001,956500,1021,43,37,0
001,956500,1022,38,35,0
001,956500,1023,21,15,0
001,956500,1024,25,22,0
001,956500,1025,27,23,0
001,956500,1026,6,5,0
001,956500,1027,12,11,0
001,956500,1028,33,26,0
001,956500,1029,17,16,0
001,956500,1030,40,35,0
001,956500,1031,5,5,0
001,956500,1032,0,0,0
001,956500,1033,7,7,0
001,956500,1034,19,17,0
001,956500,1035,7,7,0
001,956500,1036,55,53,0
001,956500,1037,32,29,0
001,956500,1038,43,36,0
001,956500,1039,3,3,0
001,956500,1040,0,0,0
001,956500,1041,5,4,0
001,956500,1042,59,43,0
001,956500,1043,0,0,0
001,956500,1044,13,13,0
001,956500,1045,269,243,0
001,956500,2000,32,28,0
001,956500,2001,16,10,0
001,956500,2002,15,12,0
001,956500,2003,7,4,0
001,956500,2004,8,4,0
001,956500,2005,13,13,0
001,956500,2006,171,139,0
001,956500,2007,30,30,0
001,956500,2008,64,58,0
001,956500,2009,87,71,0
001,956500,2010,22,16,0
001,956500,2011,15,10,0
001,956500,2012,5,5,0
001,956500,2013,4,4,0
001,956500,2014,0,0,0
001,956500,2015,7,2,0
001,956500,2016,10,5,0
001,956500,2017,80,62,0
001,956500,2018,23,18,0
001,956500,2019,29,28,0
001,956500,2020,20,16,0
001,956500,2021,9,6,0
001,956500,2022,17,15,0
001,956500,2023,16,15,0
001,956500,2024,6,6,0
001,956500,2025,30,27,0
001,956500,2026,2,1,0
001,956500,2027,7,3,0
001,956500,2028,0,0,0
001,956500,2029,6,5,0
001,956500,2030,9,9,0
001,956500,2031,30,20,0
001,956500,2032,9,6,0
001,956500,2033,0,0,0
001,956500,2034,21,18,0
001,956500,2035,11,11,0
001,956500,2036,13,9,0
001,956500,2037,0,0,0
001,956500,2038,10,10,0
001,956500,2039,24,17,0
001,956500,2040,4,4,0
001,956500,2041,0,0,0
001,956500,2042,0,0,0
001,956600,1000,55,46,0
001,956600,1001,70,65,0
001,956600,1002,16,16,0
001,956600,1003,0,0,0
001,956600,1004,0,0,0
001,956600,1005,0,0,0
001,956600,1006,229,156,0
001,956600,1007,70,52,0
001,956600,1008,33,28,0
001,956600,1009,44,41,0
001,956600,1010,160,133,0
001,956600,1011,314,237,0
001,956600,1012,39,29,0
001,956600,1013,28,26,0
001,956600,1014,24,20,0
001,956600,1015,90,77,0
001,956600,1016,38,33,0
001,956600,1017,23,21,0
001,956600,1018,21,20,0
001,956600,1019,0,0,0
001,956600,2000,113,85,0
001,956600,2001,25,17,0
001,956600,2002,14,6,0
001,956600,2003,190,153,0
001,956600,2004,23,12,0
001,956600,2005,15,13,0
001,956600,2006,44,35,0
001,956600,2007,49,31,0
001,956600,2008,15,9,0
001,956600,2009,50,39,0
001,956600,2010,100,88,0
001,956600,2011,12,12,0
001,956600,2012,51,43,0
001,956600,2013,11,8,0
001,956600,2014,111,88,0
001,956600,2015,11,8,0
001,956700,1000,46,38,0
001,956700,1001,0,0,0
001,956700,1002,21,17,0
001,956700,1003,0,0,0
001,956700,1004,15,14,0
001,956700,1005,0,0,0
001,956700,1006,10,5,0
001,956700,1007,0,0,0
001,956700,1008,77,66,0
001,956700,1009,151,133,0
001,956700,1010,6,3,0
001,956700,1011,101,84,0
001,956700,1012,32,30,0
001,956700,1013,63,53,0
001,956700,1014,208,160,3
001,956700,1015,44,39,0
001,956700,1016,38,27,0
001,956700,1017,17,15,0
001,956700,1018,21,20,0
001,956700,1019,21,18,0
001,956700,2000,14,14,0
001,956700,2001,0,0,0
001,956700,2002,7,6,0
001,956700,2003,27,25,0
001,956700,2004,78,75,20
001,956700,2005,37,27,0
001,956700,2006,30,30,0
001,956700,2007,8,5,0
001,956700,2008,0,0,0
001,956700,2009,80,55,2
001,956700,2010,39,35,0
001,956700,2011,21,21,0
001,956700,2012,107,104,0
001,956700,2013,30,24,0
001,956700,2014,298,244,0
001,956700,2015,31,25,0
001,956700,2016,49,34,0
001,956700,2017,46,33,0
001,956700,2018,26,21,0
001,956700,2019,4,2,0
001,956700,2020,181,152,0
001,956700,2021,50,50,0
001,956800,1000,0,0,0
001,956800,1001,15,8,0
001,956800,1002,29,21,0
001,956800,1003,14,14,0
001,956800,1004,10,5,0
001,956800,1005,27,23,0
001,956800,1006,39,30,0
001,956800,1007,52,43,0
001,956800,1008,106,84,0
001,956800,1009,57,48,0
001,956800,1010,33,26,0
001,956800,1011,59,50,0
001,956800,1012,0,0,0
001,956800,1013,27,19,0
001,956800,1014,93,77,0
001,956800,1015,108,86,0
001,956800,1016,56,42,0
001,956800,1017,43,40,0
001,956800,1018,96,90,0
001,956800,1019,20,20,0
001,956800,1020,32,23,0
001,956800,1021,28,20,0
001,956800,1022,175,139,0
001,956800,1023,322,271,0
001,956800,1024,0,0,0
001,956800,1025,20,15,0
001,956800,1026,4,0,0
001,956800,1027,15,5,0
001,956800,1028,93,79,0
001,956800,1029,44,41,0
001,956800,1030,107,98,0
001,956800,1031,6,5,0
001,956800,1032,0,0,0
001,956800,1033,17,15,0
001,956800,1034,49,46,0
001,956800,1035,7,7,0
001,956800,1036,107,88,0
001,956800,1037,19,15,0
001,956800,1038,28,16,0
001,956800,1039,8,8,0
001,956800,1040,21,8,0
001,956800,1041,31,25,0
001,956800,1042,78,70,0
001,956800,1043,55,46,0
001,956800,1044,68,60,0
001,956800,1045,0,0,0
001,956800,1046,0,0,0
001,956800,1047,8,6,0
001,956800,1048,0,0,0
001,956800,2000,19,18,0
001,956800,2001,28,26,0
001,956800,2002,62,47,0
001,956800,2003,11,7,0
001,956800,2004,46,43,0
001,956800,2005,114,86,0
001,956800,2006,0,0,0
001,956800,2007,8,6,0
001,956800,2008,76,60,0
001,956800,2009,30,29,0
001,956800,2010,41,37,0
001,956800,2011,76,65,0
001,956800,2012,49,41,0
001,956800,2013,71,64,0
001,956800,2014,12,8,0
001,956800,2015,26,19,0
001,956800,2016,7,6,0
001,956800,2017,29,24,0
001,956800,2018,31,26,0
001,956800,2019,9,9,0
001,956800,2020,23,19,0
001,956800,2021,18,12,0
001,956800,2022,154,132,0
001,956800,2023,46,40,0
001,956800,2024,35,29,0
001,956800,2025,26,25,0
001,956800,2026,28,23,0
001,956800,2027,73,67,0
001,956800,2028,48,40,0
001,956800,2029,13,10,0
001,956800,2030,30,22,6
001,956800,2031,24,22,0
001,956800,2032,0,0,0
001,956800,2033,21,16,0
001,956800,2034,37,31,0
001,956800,2035,23,22,0
001,956800,2036,50,40,0
001,956800,2037,4,3,0
001,956800,2038,16,13,0
001,956800,2039,55,44,0
001,956800,2040,13,13,13
001,956800,2041,8,4,0
001,956800,2042,55,50,7
001,956800,2043,198,164,0
001,956800,2044,19,14,0
001,956800,2045,25,21,0
001,956800,2046,66,51,0
001,956800,2047,69,60,0
001,956800,2048,8,8,0
001,956800,2049,53,42,0
001,956800,2050,4,2,0
001,956800,2051,0,0,0
001,956800,2052,0,0,0
001,956800,2053,0,0,0
001,956800,2054,0,0,0
001,956800,2055,0,0,0
001,956800,2056,10,7,0
001,956800,2057,0,0,0
001,956800,2058,13,10,0
001,956800,2059,41,32,0
001,956800,2060,18,18,0
001,956800,2061,20,12,0
001,956800,2062,8,7,0
001,956800,2063,0,0,0
001,956800,2064,15,7,0
001,956800,2065,104,83,0
001,956800,2066,28,22,0
001,956800,2067,0,0,0
001,956800,2068,3,3,0
001,956800,2069,5,2,0
001,956800,2070,0,0,0
001,956800,2071,37,28,0
001,956800,2072,13,11,0
001,956800,2073,48,42,0
001,956800,2074,18,17,0
001,956800,2075,20,16,0
001,956800,2076,9,7,0
003,430100,1000,0,0,0
003,430100,1001,340,303,0
003,430100,1002,98,87,0
003,430100,1003,193,171,0
003,430100,1004,38,35,0
003,430100,1005,66,61,0
003,430100,1006,47,39,0
003,430100,1007,55,44,0
003,430100,1008,24,18,0
003,430100,1009,144,135,0
003,430100,1010,0,0,0
003,430100,1011,0,0,0
003,430100,1012,0,0,0
003,430100,1013,8,7,0
003,430100,1014,0,0,0
003,430100,1015,47,39,0
003,430100,1016,0,0,0
003,430100,1017,0,0,0
003,430100,1018,108,95,0
003,430100,1019,168,143,0
003,430100,1020,75,48,0
003,430100,1021,34,25,0
003,430100,2000,0,0,0
003,430100,2001,38,28,0
003,430100,2002,490,415,0
003,430100,2003,136,124,0
003,430100,2004,58,46,0
003,430100,2005,296,245,0
003,430100,2006,145,104,0
003,430100,2007,449,358,0
003,430100,2008,39,29,0
003,430100,2009,406,339,0
003,430100,2010,22,10,0
003,430100,2011,14,14,0
003,430100,3000,0,0,0
003,430100,3001,0,0,0
003,430100,3002,0,0,0
003,430100,3003,21,9,0
003,430100,3004,286,237,0
003,430100,3005,165,133,0
003,430100,3006,66,52,0
003,430100,3007,14,9,0
003,430100,3008,0,0,0
003,430100,3009,0,0,0
003,430100,3010,0,0,0
003,430100,3011,93,75,0
003,430100,3012,60,51,0
003,430100,3013,16,14,0
003,430100,3014,53,46,0
003,430100,3015,63,52,0
003,430100,3016,295,248,0
003,430100,3017,21,18,0
003,430100,3018,32,27,0
003,430100,3019,10,7,0
003,430100,3020,161,148,0
003,430100,3021,12,8,0
003,430100,3022,16,10,0
003,430100,3023,8,7,0
003,430200,1000,0,0,0
003,430200,1001,0,0,0
003,430200,1002,26,24,0
003,430200,1003,0,0,0
003,430200,1004,101,90,0
003,430200,1005,7,5,0
003,430200,1006,24,17,0
003,430200,1007,125,109,0
003,430200,1008,47,42,0
003,430200,1009,23,19,0
003,430200,1010,0,0,0
003,430200,1011,543,441,1
003,430200,1012,47,45,0
003,430200,1013,67,51,0
003,430200,1014,46,34,0
003,430200,1015,79,71,0
003,430200,1016,54,48,0
003,430200,1017,52,45,0
003,430200,1018,0,0,0
003,430200,1019,172,149,0
003,430200,1020,117,93,0
003,430200,1021,11,5,0
003,430200,1022,15,14,0
003,430200,1023,22,16,0
003,430200,1024,32,24,0
003,430200,2000,130,120,0
003,430200,2001,52,47,0
003,430200,2002,37,32,0
003,430200,2003,19,17,0
003,430200,2004,25,23,0
003,430200,2005,53,48,0
003,430200,2006,36,14,0
003,430200,2007,9,6,0
003,430200,2008,13,10,0
003,430200,2009,39,39,0
003,430200,2010,38,33,0
003,430200,2011,38,36,0
003,430200,2012,56,49,18
003,430200,2013,54,46,0
003,430200,2014,36,34,0
003,430200,2015,29,28,0
003,430200,2016,24,22,0
003,430200,2017,20,13,0
003,430200,2018,14,14,0
003,430200,2019,36,26,0
003,430200,2020,41,34,0
003,430200,2021,26,15,0
003,430200,2022,0,0,0
003,430200,2023,42,35,0
003,430200,2024,34,30,0
003,430200,2025,12,12,0
003,430200,3000,28,23,0
003,430200,3001,359,285,0
003,430200,3002,108,87,0
003,430200,3003,202,176,0
003,430200,3004,196,163,0
003,430200,3005,426,311,0
003,430200,3006,376,265,0
003,430200,3007,85,67,0
003,430200,3008,10,10,0
003,430200,3009,8,8,0
003,430200,3010,20,17,0
003,430200,3011,208,181,16
003,430200,3012,24,20,0
003,430200,3013,85,78,39
003,430200,3014,41,41,0
003,430200,3015,80,74,16
003,430200,3016,18,12,0
003,430200,3017,45,39,0
003,430200,3018,31,23,0
003,430200,3019,13,13,0
003,430300,1000,0,0,0
003,430300,1001,0,0,0
003,430300,1002,13,3,0
003,430300,1003,28,25,0
003,430300,1004,43,39,0
003,430300,1005,62,57,0
003,430300,1006,37,25,0
003,430300,1007,96,88,0
003,430300,1008,37,33,0
003,430300,1009,196,176,0
003,430300,1010,31,24,0
003,430300,1011,34,30,0
003,430300,1012,45,40,0
003,430300,1013,75,67,0
003,430300,1014,57,54,0
003,430300,2000,22,19,0
003,430300,2001,34,18,0
003,430300,2002,31,29,0
003,430300,2003,16,16,0
003,430300,2004,9,5,0
003,430300,2005,2,2,0
003,430300,2006,0,0,0
003,430300,2007,7,2,0
003,430300,2008,69,67,0
003,430300,2009,61,58,0
003,430300,2010,0,0,0
003,430300,2011,16,16,0
003,430300,2012,32,25,0
003,430300,2013,25,25,0
003,430300,2014,60,43,0
003,430300,2015,11,11,10
003,430300,2016,11,10,0
003,430300,2017,33,26,0
003,430300,2018,64,59,0
003,430300,2019,32,24,0
003,430300,3000,336,263,0
003,430300,3001,64,45,0
003,430300,3002,97,86,0
003,430300,3003,33,21,0
003,430300,3004,50,42,0
003,430300,3005,157,145,0
003,430300,3006,91,83,0
003,430300,3007,83,68,0
003,430401,1000,121,108,0
003,430401,1001,185,165,17
003,430401,1002,328,285,20
003,430401,1003,138,123,0
003,430401,1004,176,151,0
003,430401,1005,201,163,0
003,430401,1006,242,211,0
003,430401,1007,88,76,0
003,430401,1008,68,50,0
003,430401,1009,0,0,0
003,430401,1010,0,0,0
003,430401,1011,12,9,0
003,430401,2000,246,223,0
003,430401,2001,200,161,0
003,430401,2002,27,16,0
003,430401,2003,412,350,0
003,430401,2004,112,94,0
003,430401,2005,372,332,0
003,430401,3000,347,296,0
003,430401,3001,31,22,0
003,430401,3002,257,219,0
003,430401,3003,19,17,0
003,430401,3004,198,181,0
003,430401,3005,0,0,0
003,430401,3006,33,25,0
003,430401,3007,111,106,0
003,430401,3008,211,177,0
003,430401,3009,0,0,0
003,430401,3010,45,35,0
003,430401,3011,170,151,0
003,430402,1000,267,241,0
003,430402,1001,335,267,0
003,430402,1002,39,31,0
003,430402,1003,29,26,0
003,430402,1004,132,96,0
003,430402,1005,0,0,0
003,430402,1006,21,11,0
003,430402,1007,18,8,0
003,430402,1008,135,110,0
003,430402,1009,169,147,0
003,430402,1010,178,138,0
003,430402,1011,29,25,0
003,430402,1012,71,61,0
003,430402,1013,0,0,0
003,430402,1014,25,17,0
003,430402,2000,148,143,0
003,430402,2001,206,190,0
003,430402,2002,25,21,0
003,430402,2003,0,0,0
003,430402,2004,0,0,0
003,430402,2005,82,69,0
003,430402,2006,377,315,15
003,430402,2007,590,506,0
003,430402,2008,44,35,0
003,430402,2009,39,26,0
003,430402,2010,41,35,0
003,430402,2011,88,64,0
003,430402,2012,63,56,0
003,430402,2013,67,55,0
003,430402,2014,0,0,0
003,430402,2015,0,0,0
003,430402,2016,95,79,0
003,430402,2017,14,10,0
003,430402,2018,28,27,0
003,430402,2019,55,45,0
003,430402,3000,74,61,0
003,430402,3001,64,54,0
003,430402,3002,127,115,0
003,430402,3003,281,242,0
003,430402,3004,17,16,0
003,430402,3005,90,75,0
003,430402,3006,183,155,1
003,430402,3007,151,123,0
003,430402,3008,24,19,0
003,430501,1000,38,30,0
003,430501,1001,12,8,0
003,430501,1002,176,150,0
003,430501,1003,50,48,0
003,430501,1004,43,32,0
003,430501,1005,27,22,0
003,430501,1006,70,58,0
003,430501,1007,115,92,0
003,430501,1008,144,127,0
003,430501,1009,153,129,0
003,430501,1010,8,4,0
003,430501,1011,27,24,0
003,430501,2000,254,214,0
003,430501,2001,156,117,0
003,430501,2002,107,93,0
003,430501,2003,212,186,0
003,430501,2004,451,389,0
003,430501,2005,0,0,0
003,430501,2006,232,203,0
003,430501,2007,0,0,0
003,430501,2008,34,24,0
003,430501,3000,25,23,0
003,430501,3001,21,21,0
003,430501,3002,299,225,0
003,430501,3003,23,18,0
003,430501,3004,50,47,0
003,430501,3005,53,42,0
003,430501,3006,51,34,0
003,430501,3007,269,235,0
003,430501,3008,193,159,0
003,430501,3009,354,303,0
003,430501,3010,10,8,0
003,430501,3011,266,224,0
003,430501,3012,37,20,0
003,430501,3013,29,28,0
003,430501,4000,232,192,0
003,430501,4001,37,32,0
003,430501,4002,35,22,0
003,430501,4003,129,97,0
003,430501,4004,126,109,0
003,430501,4005,70,50,0
003,430501,4006,188,154,0
003,430501,4007,617,539,8
003,430501,4008,443,380,0
003,430501,4009,71,56,0
003,430501,4010,46,36,0
003,430502,1000,41,28,0
003,430502,1001,42,29,0
003,430502,1002,245,213,0
003,430502,1003,15,15,0
003,430502,1004,63,47,0
003,430502,1005,188,164,0
003,430502,1006,96,81,0
003,430502,1007,143,133,0
003,430502,1008,19,4,0
003,430502,1009,2,1,0
003,430502,1010,92,79,0
003,430502,1011,83,67,0
003,430502,1012,169,143,0
003,430502,1013,178,154,0
003,430502,1014,24,16,0
003,430502,1015,87,70,0
003,430502,1016,86,74,0
003,430502,1017,303,265,0
003,430502,1018,8,4,0
003,430502,1019,214,183,0
003,430502,1020,66,57,0
003,430502,1021,49,45,0
003,430502,2000,71,51,0
003,430502,2001,42,31,0
003,430502,2002,347,291,0
003,430502,2003,66,56,0
003,430502,2004,47,43,0
003,430502,2005,339,278,0
003,430502,2006,221,180,0
003,430502,2007,176,149,0
003,430502,2008,11,7,0
003,430502,2009,31,21,0
003,430502,2010,39,34,0
003,430502,2011,23,22,0
003,430502,2012,554,448,0
003,430502,2013,0,0,0
003,430502,2014,24,13,0
003,430502,2015,0,0,0
003,430601,1000,162,147,0
003,430601,1001,255,226,0
003,430601,1002,109,91,0
003,430601,1003,187,164,0
003,430601,1004,59,59,0
003,430601,1005,111,95,0
003,430601,1006,383,331,8
003,430601,1007,150,130,0
003,430601,2000,87,70,0
003,430601,2001,107,82,0
003,430601,2002,89,68,0
003,430601,2003,208,179,0
003,430601,2004,199,172,0
003,430601,2005,140,116,0
003,430601,2006,92,79,0
003,430601,2007,23,22,0
003,430601,2008,13,8,0
003,430601,2009,0,0,0
003,430601,2010,70,63,0
003,430601,2011,0,0,0
003,430601,3000,84,56,0
003,430601,3001,19,15,0
003,430601,3002,70,55,0
003,430601,3003,128,111,0
003,430601,3004,11,7,0
003,430601,3005,54,52,0
003,430601,3006,172,132,0
003,430601,3007,194,164,0
003,430601,3008,85,63,0
003,430601,3009,64,48,0
003,430601,3010,33,25,0
003,430601,3011,22,19,0
003,430601,4000,186,156,0
003,430601,4001,220,190,0
003,430601,4002,15,12,0
003,430601,4003,252,196,0
003,430601,4004,29,19,0
003,430601,4005,71,55,0
003,430602,1000,11,6,0
003,430602,1001,74,72,0
003,430602,1002,20,18,0
003,430602,1003,78,65,0
003,430602,1004,37,28,0
003,430602,1005,18,18,0
003,430602,1006,74,60,0
003,430602,1007,215,186,0
003,430602,1008,111,88,0
003,430602,1009,53,52,0
003,430602,1010,69,63,0
003,430602,1011,148,124,0
003,430602,2000,10,7,0
003,430602,2001,0,0,0
003,430602,2002,0,0,0
003,430602,2003,66,57,0
003,430602,2004,0,0,0
003,430602,2005,90,71,12
003,430602,2006,75,63,0
003,430602,2007,16,16,0
003,430602,2008,116,95,0
003,430602,2009,176,136,3
003,430602,2010,161,151,0
003,430602,2011,16,14,0
003,430602,2012,374,327,0
003,430602,2013,73,63,0
003,430602,2014,345,272,0
003,430602,2015,20,11,0
003,430602,2016,429,355,15
003,430602,2017,75,68,0
003,430602,2018,59,49,0
003,990000,0001,0,0,0
005,400100,1000,0,0,0
005,400100,1001,255,208,0
005,400100,1002,24,18,0
005,400100,1003,23,22,0
005,400100,1004,203,173,0
005,400100,1005,28,26,0
005,400100,1006,38,32,0
005,400100,1007,483,393,0
005,400100,1008,0,0,0
005,400100,1009,0,0,0
005,400100,1010,0,0,0
005,400100,1011,33,21,0
005,400100,1012,153,136,0
005,400100,1013,166,141,0
005,400100,1014,69,56,0
005,400100,1015,113,108,0
005,400100,1016,73,63,0
005,400100,1017,0,0,0
005,400100,1018,0,0,0
005,400100,2000,159,139,0
005,400100,2001,55,52,0
005,400100,2002,40,33,0
005,400100,2003,31,27,0
005,400100,2004,14,14,0
005,400100,2005,102,89,0
005,400100,2006,68,50,0
005,400100,2007,19,18,0
005,400100,2008,0,0,0
005,400100,2009,67,51,0
005,400100,2010,39,36,0
005,400100,3000,21,18,0
005,400100,3001,0,0,0
005,400100,3002,30,22,0
005,400100,3003,214,188,0
005,400100,3004,51,47,0
005,400100,3005,56,44,0
005,400100,3006,516,423,0
005,400100,3007,26,22,0
005,400100,3008,201,181,0
005,400100,3009,26,22,0
005,400100,3010,16,16,0
005,400100,3011,36,32,0
005,400100,3012,37,31,0
005,400100,3013,134,101,0
005,400100,3014,51,48,0
005,400100,3015,50,45,0
005,400100,4000,17,10,0
005,400100,4001,215,186,0
005,400100,4002,17,14,0
005,400100,4003,24,18,0
005,400100,4004,16,14,0
005,400100,4005,101,85,0
005,400100,4006,68,58,0
005,400100,4007,33,32,0
005,400100,4008,83,67,0
005,400100,4009,75,72,0
005,400100,4010,39,35,0
005,400100,4011,80,75,0
005,400100,4012,42,37,0
005,400100,4013,14,13,0
005,400100,5000,62,39,0
005,400100,5001,41,38,0
005,400100,5002,13,10,0
005,400100,5003,84,66,0
005,400100,5004,242,173,0
005,400100,5005,139,106,0
005,400100,5006,98,88,0
005,400100,5007,145,115,0
005,400100,5008,75,64,0
005,400100,5009,52,41,0
005,400100,5010,0,0,0
005,400300,1000,41,37,0
005,400300,1001,9,4,0
005,400300,1002,29,27,0
005,400300,1003,14,12,14
005,400300,1004,42,38,0
005,400300,1005,50,46,0
005,400300,1006,77,67,0
005,400300,1007,63,55,0
005,400300,1008,47,41,0
005,400300,1009,34,31,0
005,400300,1010,11,10,0
005,400300,1011,23,18,0
005,400300,1012,32,23,4
005,400300,1013,70,68,0
005,400300,1014,0,0,0
005,400300,1015,17,9,0
005,400300,1016,0,0,0
005,400300,1017,9,7,3
005,400300,1018,5,4,5
005,400300,1019,58,50,0
005,400300,1020,31,31,15
005,400300,1021,68,54,25
005,400300,1022,0,0,0
005,400300,1023,0,0,0
005,400300,1024,38,26,0
005,400300,1025,58,56,0
005,400300,1026,61,59,0
005,400300,1027,32,32,0
005,400300,1028,25,20,0
