GISJOIN,YEAR,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,U7B001,U7B002,U7B003,U7B004,U7B005,U7B006,U7B007,U7B008,U7B009,U7B010,U7B011,U7B012,U7B013,U7B014,U7B015,U7B016,U7B017,U7B018,U7B019,U7B020,U7B021,U7B022,U7B023,U7B024,U7B025,U7B026,U7B027,U7B028,U7B029,U7B030,U7B031,U7B032,U7B033,U7B034,U7B035,U7B036,U7B037,U7B038,U7B039,U7B040,U7B041,U7B042,U7B043,U7B044,U7B045,U7B046,U7B047,U7B048,U7B049,U7B050,U7B051,U7B052,U7B053,U7B054,U7B055,U7B056,U7B057,U7B058,U7B059,U7B060,U7B061,U7B062,U7B063,U7B064,U7B065,U7B066,U7B067,U7B068,U7B069,U7B070,U7B071
"G72000109563001","2020","1500000US720019563001","720019563001","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956300","1",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"26415681","72070","1","Block Group 1","S","+18.2100234","-066.7609749","BG",1884,739,330,32,8,4,0,365,1145,1088,8,1,0,0,788,4,0,0,62,0,0,224,0,1,0,31,9,0,0,10,0,0,4,0,1,0,0,0,6,0,0,1,0,0,0,0,26,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109563002","2020","1500000US720019563002","720019563002","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956300","2",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"18654214","18589","2","Block Group 2","S","+18.1971971","-066.7197517","BG",1984,1055,468,103,13,1,0,470,929,896,22,2,0,0,746,3,0,0,34,0,0,89,0,0,0,18,3,0,0,8,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109564001","2020","1500000US720019564001","720019564001","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956400","1",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"20884185","0","1","Block Group 1","S","+18.2141832","-066.7970780","BG",1632,603,277,38,6,0,0,282,1029,1007,7,2,0,0,793,0,0,0,155,0,0,47,0,0,3,15,0,0,0,8,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109564002","2020","1500000US720019564002","720019564002","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956400","2",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"16313326","590904","2","Block Group 2","S","+18.1898523","-066.8152752","BG",1013,460,197,23,1,0,0,239,553,540,3,1,0,0,516,0,0,0,14,0,0,6,0,0,0,8,1,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109565001","2020","1500000US720019565001","720019565001","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956500","1",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"22935457","159867","1","Block Group 1","S","+18.1514776","-066.7496022","BG",1880,765,377,63,9,0,0,316,1115,1087,36,0,0,0,986,0,0,0,52,0,0,13,0,0,0,18,4,2,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109565002","2020","1500000US720019565002","720019565002","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956500","2",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"21769640","0","2","Block Group 2","S","+18.1593113","-066.7906337","BG",882,361,218,10,0,0,0,133,521,509,1,1,0,0,481,0,0,0,21,0,0,5,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72000109566001","2020","1500000US720019566001","720019566001","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956600","1",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"1163399","0","1","Block Group 1","S","+18.1716369","-066.7214863","BG",1254,516,238,59,2,0,0,217,738,719,9,3,0,0,690,0,0,0,14,0,0,3,0,0,0,15,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109566002","2020","1500000US720019566002","720019566002","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956600","2",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"826884","0","2","Block Group 2","S","+18.1612293","-066.7283487","BG",834,455,297,48,5,1,0,104,379,368,17,4,0,0,343,0,0,0,0,0,0,4,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109567001","2020","1500000US720019567001","720019567001","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956700","1",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"1031965","0","1","Block Group 1","S","+18.1665719","-066.7163279","BG",871,442,217,28,0,0,0,197,429,421,5,3,0,0,383,4,0,0,21,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109567002","2020","1500000US720019567002","720019567002","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956700","2",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"349767","0","2","Block Group 2","S","+18.1600509","-066.7226220","BG",1163,522,268,25,0,0,0,229,641,619,10,4,0,0,576,1,0,0,21,0,0,7,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109568001","2020","1500000US720019568001","720019568001","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956800","1",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"21587845","679","1","Block Group 1","S","+18.1769522","-066.6894265","BG",2226,1051,533,73,14,0,0,431,1175,1149,18,1,0,0,1091,2,0,0,23,0,0,12,0,0,2,19,5,0,0,10,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000109568002","2020","1500000US720019568002","720019568002","9","0","Puerto Rico","72","Adjuntas Municipio","001",,,,,,,"956800","2",,,,,,,,"38660","1","434","99999",,,,,,,,,,,,,,,"20793363","209680","2","Block Group 2","S","+18.1338601","-066.7201361","BG",2397,1252,572,103,21,0,0,556,1145,1070,9,0,0,0,1019,1,0,0,27,0,0,11,0,0,3,52,2,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,23,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304301001","2020","1500000US720034301001","720034301001","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430100","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2792218","969886","1","Block Group 1","S","+18.4078533","-067.1629111","BG",1445,905,348,117,11,2,0,427,540,511,21,0,0,0,428,0,0,0,48,0,0,9,0,0,5,16,0,1,0,10,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304301002","2020","1500000US720034301002","720034301002","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430100","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"3404552","16333","2","Block Group 2","S","+18.3763258","-067.1345121","BG",2093,934,377,64,8,0,0,485,1159,1130,12,1,0,0,1019,0,0,0,98,0,0,0,0,0,0,24,10,0,0,8,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304301003","2020","1500000US720034301003","720034301003","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430100","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"7835973","52349","3","Block Group 3","S","+18.3833645","-067.1578391","BG",1392,581,243,76,6,0,2,254,811,758,2,3,0,0,695,0,0,0,48,0,0,8,0,0,2,36,10,0,0,20,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304302001","2020","1500000US720034302001","720034302001","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430200","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"3865389","1288208","1","Block Group 1","S","+18.3967350","-067.1864526","BG",1610,978,328,70,15,1,0,564,632,581,12,1,0,0,516,0,0,0,45,0,0,7,0,0,0,19,5,0,0,7,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304302002","2020","1500000US720034302002","720034302002","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430200","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"196551","0","2","Block Group 2","S","+18.3814686","-067.1879947","BG",913,539,195,35,7,0,0,302,374,350,5,1,0,0,314,0,0,0,29,0,0,1,0,0,0,19,4,0,0,11,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304302003","2020","1500000US720034302003","720034302003","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430200","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1988897","0","3","Block Group 3","S","+18.3868270","-067.1774931","BG",2363,1186,512,86,8,1,0,579,1177,1125,21,2,0,0,983,1,0,0,97,0,0,18,0,2,1,25,6,0,0,14,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304303001","2020","1500000US720034303001","720034303001","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430300","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1341258","781036","1","Block Group 1","S","+18.3857995","-067.2036542","BG",754,280,122,35,1,4,0,118,474,451,4,0,3,0,398,0,0,0,44,0,0,1,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304303002","2020","1500000US720034303002","720034303002","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430300","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"216320","0","2","Block Group 2","S","+18.3789349","-067.1889236","BG",535,298,133,35,4,2,0,124,237,224,2,0,0,0,208,0,0,0,10,0,0,3,0,1,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304303003","2020","1500000US720034303003","720034303003","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430300","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"255676","0","3","Block Group 3","S","+18.3807695","-067.1961291","BG",911,427,175,34,11,2,0,205,484,436,6,0,0,0,405,0,0,0,18,0,0,5,0,1,1,13,0,0,0,8,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304304011","2020","1500000US720034304011","720034304011","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430401","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2509193","0","1","Block Group 1","S","+18.3571259","-067.1520501","BG",1559,650,298,20,3,0,0,329,909,846,16,1,0,0,779,1,0,0,45,0,0,4,0,0,0,35,20,0,0,9,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304304012","2020","1500000US720034304012","720034304012","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430401","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1282681","0","2","Block Group 2","S","+18.3684772","-067.1721950","BG",1369,533,183,51,6,0,0,293,836,795,6,1,1,0,712,0,0,0,70,0,0,2,0,1,2,10,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304304013","2020","1500000US720034304013","720034304013","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430401","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2542049","0","3","Block Group 3","S","+18.3605200","-067.1625689","BG",1422,456,213,31,6,0,0,206,966,925,8,0,0,0,863,0,0,0,48,0,0,5,0,0,1,24,9,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304304021","2020","1500000US720034304021","720034304021","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430402","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"3833741","0","1","Block Group 1","S","+18.3551109","-067.1356144","BG",1448,782,445,21,7,0,0,309,666,630,4,0,0,0,584,1,0,0,39,0,0,0,0,0,2,17,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304304022","2020","1500000US720034304022","720034304022","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430402","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"6181487","418","2","Block Group 2","S","+18.3282741","-067.1424052","BG",1962,1023,480,63,10,0,0,470,939,823,16,5,0,0,747,1,0,0,45,0,0,8,0,0,1,66,2,0,0,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304304023","2020","1500000US720034304023","720034304023","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430402","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1892393","0","3","Block Group 3","S","+18.3648795","-067.1431608","BG",1011,474,237,18,1,0,0,218,537,509,11,0,1,0,483,1,0,0,9,0,0,3,0,0,1,15,2,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304305011","2020","1500000US720034305011","720034305011","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430501","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2754929","0","1","Block Group 1","S","+18.3448176","-067.1684805","BG",863,494,279,8,1,0,0,206,369,340,11,0,0,0,302,1,0,0,25,0,0,0,0,0,1,13,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G72000304305012","2020","1500000US720034305012","720034305012","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430501","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2490608","0","2","Block Group 2","S","+18.3509947","-067.1770595","BG",1446,760,331,37,1,0,0,391,686,635,0,0,0,0,604,7,0,0,21,0,0,3,0,0,0,18,7,0,0,6,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304305013","2020","1500000US720034305013","720034305013","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430501","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2384862","0","3","Block Group 3","S","+18.3713355","-067.1852265","BG",1680,842,217,35,1,0,0,589,838,788,16,1,0,0,710,1,0,0,57,0,0,2,0,0,1,24,11,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304305014","2020","1500000US720034305014","720034305014","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430501","4",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"3400416","0","4","Block Group 4","S","+18.3598045","-067.1900465","BG",1994,967,410,65,15,0,0,477,1027,942,6,6,0,0,876,2,0,0,41,0,0,10,0,1,0,35,15,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304305021","2020","1500000US720034305021","720034305021","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430502","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"5258861","0","1","Block Group 1","S","+18.3334792","-067.1838371","BG",2213,1385,763,83,7,7,2,523,828,795,18,3,1,0,719,0,0,0,51,0,0,1,0,2,0,14,3,1,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304305022","2020","1500000US720034305022","720034305022","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430502","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"5292973","1283","2","Block Group 2","S","+18.3274510","-067.1616588","BG",1991,1137,488,62,14,1,0,572,854,802,27,0,0,0,706,3,1,0,61,0,0,2,0,0,2,21,4,1,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1,0,28,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"G72000304306011","2020","1500000US720034306011","720034306011","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430601","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"4400695","0","1","Block Group 1","S","+18.3557035","-067.2067453","BG",1416,816,369,81,2,1,2,361,600,571,6,2,0,0,519,3,1,0,33,0,0,7,0,0,0,25,14,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304306012","2020","1500000US720034306012","720034306012","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430601","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2284300","0","2","Block Group 2","S","+18.3465785","-067.2155312","BG",1028,649,243,167,1,0,0,238,379,367,3,2,0,0,327,2,0,0,32,0,0,0,0,0,1,5,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G72000304306013","2020","1500000US720034306013","720034306013","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430601","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1893851","0","3","Block Group 3","S","+18.3271151","-067.1911009","BG",936,582,353,33,4,0,1,191,354,319,3,2,0,0,292,2,0,0,17,0,0,3,0,0,0,16,2,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304306014","2020","1500000US720034306014","720034306014","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430601","4",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1445260","0","4","Block Group 4","S","+18.3412692","-067.2003589","BG",773,548,198,91,1,0,0,258,225,219,1,0,0,0,202,0,0,0,13,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304306021","2020","1500000US720034306021","720034306021","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430602","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2746446","740092","1","Block Group 1","S","+18.3720845","-067.2307331","BG",908,584,252,82,2,0,0,248,324,303,6,0,0,0,276,0,0,0,18,0,0,3,0,0,0,13,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000304306022","2020","1500000US720034306022","720034306022","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"430602","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"5432058","578823","2","Block Group 2","S","+18.3745065","-067.2088668","BG",2101,1099,481,53,8,2,0,555,1002,917,8,0,0,0,863,2,0,0,37,0,0,4,0,3,0,57,12,0,0,32,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000309900000","2020","1500000US720039900000","720039900000","9","0","Puerto Rico","72","Aguada Municipio","003",,,,,,,"990000","0",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"0","33597561","0","Block Group 0","S","+18.4120413","-067.2134127","BG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504001001","2020","1500000US720054001001","720054001001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400100","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"3844452","440498","1","Block Group 1","S","+18.4997313","-067.1114532","BG",1661,733,282,42,4,5,1,399,928,880,8,0,1,1,817,4,0,0,42,0,0,2,0,2,3,20,7,0,0,8,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,26,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0
"G72000504001002","2020","1500000US720054001002","720054001002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400100","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"835492","1016","2","Block Group 2","S","+18.4926931","-067.1008508","BG",594,167,61,28,3,0,0,75,427,400,3,0,0,0,377,0,0,0,14,0,0,4,0,0,2,13,1,0,0,5,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504001003","2020","1500000US720054001003","720054001003","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400100","3",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"2265931","2550","3","Block Group 3","S","+18.4996023","-067.0950749","BG",1465,611,258,67,15,0,0,271,854,777,4,4,1,0,716,3,0,0,41,0,0,6,0,1,1,44,6,0,0,25,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,33,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504001004","2020","1500000US720054001004","720054001004","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400100","4",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"312388","0","4","Block Group 4","S","+18.4961269","-067.0952699","BG",824,270,109,22,6,1,0,132,554,521,1,0,0,0,484,3,0,0,30,0,0,3,0,0,0,24,1,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504001005","2020","1500000US720054001005","720054001005","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400100","5",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"612189","450","5","Block Group 5","S","+18.4986821","-067.1018932","BG",951,401,155,35,2,0,0,209,550,514,1,0,1,0,469,0,0,0,41,0,0,2,0,0,0,23,5,0,0,12,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504003001","2020","1500000US720054003001","720054003001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400300","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"1676453","172","1","Block Group 1","S","+18.4998509","-067.1380674","BG",1406,736,295,48,13,6,1,373,670,564,8,3,3,1,501,1,0,0,42,0,0,5,0,0,0,40,8,0,0,19,0,0,10,0,0,2,0,0,1,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72000504003002","2020","1500000US720054003002","720054003002","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400300","2",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"8656756","1453477","2","Block Group 2","S","+18.4979910","-067.1293683","BG",1517,838,425,44,9,5,1,354,679,600,12,0,4,0,543,1,0,0,35,0,1,3,0,1,0,54,15,1,0,26,1,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
"G72000504004001","2020","1500000US720054004001","720054004001","9","0","Puerto Rico","72","Aguadilla Municipio","005",,,,,,,"400400","1",,,,,,,,"10380","1","999","99999",,,,,,,,,,,,,,,"701326","0","1","Block Group 1","S","+18.4779792","-067.1551085","BG",1132,707,358,49,6,0,0,294,425,399,23,0,0,0,359,3,0,0,12,0,0,0,0,0,2,17,2,0,0,9,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
