GISJOIN,YEAR,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,U7B001,U7B002,U7B003,U7B004,U7B005,U7B006,U7B007,U7B008,U7B009,U7B010,U7B011,U7B012,U7B013,U7B014,U7B015,U7B016,U7B017,U7B018,U7B019,U7B020,U7B021,U7B022,U7B023,U7B024,U7B025,U7B026,U7B027,U7B028,U7B029,U7B030,U7B031,U7B032,U7B033,U7B034,U7B035,U7B036,U7B037,U7B038,U7B039,U7B040,U7B041,U7B042,U7B043,U7B044,U7B045,U7B046,U7B047,U7B048,U7B049,U7B050,U7B051,U7B052,U7B053,U7B054,U7B055,U7B056,U7B057,U7B058,U7B059,U7B060,U7B061,U7B062,U7B063,U7B064,U7B065,U7B066,U7B067,U7B068,U7B069,U7B070,U7B071
"G72010505203002","2020","1500000US721055203002","721055203002","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520300","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"143851","0","2","Block Group 2","S","+18.3005101","-066.2455087","BG",829,359,162,62,11,0,0,124,470,458,5,7,0,0,349,20,0,0,73,0,0,4,0,0,0,6,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010505204001","2020","1500000US721055204001","721055204001","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520400","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"5304892","7535","1","Block Group 1","S","+18.2865619","-066.2235213","BG",2072,1068,475,142,34,0,0,417,1004,952,27,2,0,0,826,4,0,0,88,0,0,5,0,0,0,28,11,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"G72010505204002","2020","1500000US721055204002","721055204002","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520400","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"8905385","0","2","Block Group 2","S","+18.2827599","-066.2406667","BG",2666,1403,478,157,32,2,0,734,1263,1181,24,17,0,0,988,16,0,0,117,0,0,16,0,2,1,49,0,0,0,44,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72010505204003","2020","1500000US721055204003","721055204003","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520400","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"8044587","346","3","Block Group 3","S","+18.2643454","-066.2451199","BG",2979,1845,734,270,67,2,0,772,1134,1063,47,1,0,0,866,5,0,0,127,0,0,17,0,0,0,39,8,0,0,24,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010505205001","2020","1500000US721055205001","721055205001","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520500","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"5373684","10905","1","Block Group 1","S","+18.2973177","-066.2665889","BG",2183,1267,519,112,16,0,0,620,916,855,23,2,0,0,739,4,0,0,71,0,0,15,0,0,1,54,11,0,0,33,0,0,3,0,0,0,0,0,6,0,1,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010505205002","2020","1500000US721055205002","721055205002","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520500","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"6141291","840","2","Block Group 2","S","+18.2769327","-066.2850963","BG",2316,1050,326,93,7,0,0,624,1266,1209,24,1,0,0,1112,3,0,0,61,0,0,7,0,0,1,39,8,0,0,25,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010505205003","2020","1500000US721055205003","721055205003","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520500","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"8659626","1564","3","Block Group 3","S","+18.2558340","-066.2875869","BG",2157,1068,332,73,10,0,0,653,1089,1050,14,0,0,0,943,0,0,0,87,0,0,5,0,0,1,22,11,0,0,6,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"G72010505205004","2020","1500000US721055205004","721055205004","9","0","Puerto Rico","72","Naranjito Municipio","105",,,,,,,"520500","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"3626491","0","4","Block Group 4","S","+18.2724000","-066.2661118","BG",1697,869,289,118,3,2,0,457,828,792,16,0,0,0,705,0,1,0,60,0,0,10,0,0,0,17,0,1,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709548011","2020","1500000US721079548011","721079548011","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954801","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"9150062","257","1","Block Group 1","S","+18.2456550","-066.3623870","BG",1582,680,199,122,26,0,0,333,902,878,14,0,0,0,776,1,0,0,84,0,0,0,0,1,2,23,0,0,0,11,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709548012","2020","1500000US721079548012","721079548012","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954801","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"7883240","0","2","Block Group 2","S","+18.2617230","-066.3863780","BG",1478,648,260,72,19,0,0,297,830,799,5,0,0,0,599,1,0,0,183,0,0,9,0,0,2,24,0,0,0,10,0,0,2,0,0,1,0,0,11,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"G72010709548013","2020","1500000US721079548013","721079548013","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954801","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"6285592","0","3","Block Group 3","S","+18.2542445","-066.4102465","BG",1415,583,213,99,27,0,0,244,832,784,16,0,0,0,625,5,0,0,125,0,0,8,0,1,4,39,4,0,0,24,0,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709548021","2020","1500000US721079548021","721079548021","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954802","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"10399210","0","1","Block Group 1","S","+18.2428627","-066.4338898","BG",864,308,123,62,4,0,0,119,556,532,5,1,0,0,464,0,0,0,62,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72010709548022","2020","1500000US721079548022","721079548022","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954802","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"2683709","0","2","Block Group 2","S","+18.2382784","-066.4068917","BG",1048,340,143,44,20,2,0,131,708,677,4,0,0,0,615,0,2,0,56,0,0,0,0,0,0,27,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709549011","2020","1500000US721079549011","721079549011","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954901","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"38304844","399721","1","Block Group 1","S","+18.2024117","-066.4985282","BG",1644,926,283,76,45,0,0,522,718,569,25,1,0,0,471,0,0,0,71,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"G72010709549012","2020","1500000US721079549012","721079549012","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954901","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"13461430","0","2","Block Group 2","S","+18.2146343","-066.4679213","BG",1036,640,123,63,254,0,0,200,396,333,4,2,0,0,288,0,1,0,38,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709549013","2020","1500000US721079549013","721079549013","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954901","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"12904825","0","3","Block Group 3","S","+18.1829532","-066.4428350","BG",853,472,194,30,86,0,0,162,381,277,7,0,0,0,242,0,0,0,23,0,0,5,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709549021","2020","1500000US721079549021","721079549021","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954902","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"15069634","0","1","Block Group 1","S","+18.2237283","-066.4432416","BG",1379,666,289,54,33,0,0,290,713,662,6,2,0,0,579,0,0,0,72,1,0,2,0,0,0,37,6,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"G72010709549022","2020","1500000US721079549022","721079549022","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"954902","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"9316813","0","2","Block Group 2","S","+18.1919687","-066.4212432","BG",835,470,161,36,8,0,0,265,365,358,12,0,0,0,310,0,0,0,35,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709550011","2020","1500000US721079550011","721079550011","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955001","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"4517647","0","1","Block Group 1","S","+18.2204411","-066.3636078","BG",891,389,151,26,8,0,0,204,502,495,7,0,0,0,464,0,2,0,22,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709550012","2020","1500000US721079550012","721079550012","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955001","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1969500","0","2","Block Group 2","S","+18.2032346","-066.3565066","BG",845,399,188,54,32,0,0,125,446,433,4,4,0,0,411,0,0,0,12,0,0,1,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709550013","2020","1500000US721079550013","721079550013","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955001","3",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"4335048","0","3","Block Group 3","S","+18.2126494","-066.3781728","BG",1511,632,212,85,20,0,0,315,879,862,9,0,0,0,804,0,0,0,44,0,0,1,0,2,2,8,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"G72010709550014","2020","1500000US721079550014","721079550014","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955001","4",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"10733571","2921","4","Block Group 4","S","+18.1840457","-066.3815822","BG",1305,702,229,63,56,0,0,354,603,591,8,1,0,0,511,0,0,0,70,0,0,1,0,0,0,12,0,0,0,8,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709550021","2020","1500000US721079550021","721079550021","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955002","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"5077601","0","1","Block Group 1","S","+18.2250790","-066.4068271","BG",948,487,171,55,18,0,0,243,461,427,4,0,0,0,380,0,2,0,39,0,0,1,0,0,1,17,4,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709550022","2020","1500000US721079550022","721079550022","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955002","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"7504824","0","2","Block Group 2","S","+18.2035077","-066.3988247","BG",1271,655,222,80,41,0,0,312,616,593,1,0,0,0,520,0,1,0,64,0,0,3,0,0,4,11,2,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709551001","2020","1500000US721079551001","721079551001","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955100","1",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"3912002","0","1","Block Group 1","S","+18.2340027","-066.3868076","BG",1595,615,227,65,30,3,0,290,980,937,12,0,0,0,798,0,0,0,114,1,0,12,0,0,0,24,10,0,0,10,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010709551002","2020","1500000US721079551002","721079551002","9","0","Puerto Rico","72","Orocovis Municipio","107",,,,,,,"955100","2",,,,,,,,"41980","1","490","99999",,,,,,,,,,,,,,,"1278806","0","2","Block Group 2","S","+18.2194827","-066.3890656","BG",934,447,105,51,55,0,0,236,487,468,2,0,0,0,429,0,0,0,31,0,0,3,0,2,1,14,2,0,0,7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G72010902901001","2020","1500000US721092901001","721092901001","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290100","1",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"32323054","1169","1","Block Group 1","S","+18.0681713","-066.0551740","BG",995,625,160,100,2,0,0,363,370,340,3,3,0,0,270,0,0,0,62,0,0,0,0,0,2,23,3,0,0,13,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902901002","2020","1500000US721092901002","721092901002","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290100","2",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"27449738","645286","2","Block Group 2","S","+18.0567564","-066.0247231","BG",1371,889,198,164,3,0,0,524,482,468,12,0,0,0,366,2,0,0,82,0,0,6,0,0,0,7,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G72010902901003","2020","1500000US721092901003","721092901003","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290100","3",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"3610036","296275","3","Block Group 3","S","+18.0136989","-066.0343160","BG",1176,826,173,148,2,0,0,503,350,317,5,1,0,0,212,0,0,0,87,0,0,12,0,0,0,22,1,0,0,15,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,9,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0
"G72010902902001","2020","1500000US721092902001","721092902001","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290200","1",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"8183672","327603","1","Block Group 1","S","+18.0329732","-065.9977727","BG",770,503,136,101,1,0,0,265,267,251,2,0,0,0,194,5,0,0,45,0,0,4,0,1,0,13,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902902002","2020","1500000US721092902002","721092902002","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290200","2",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"1704356","1328","2","Block Group 2","S","+18.0043041","-066.0167509","BG",1401,777,232,123,2,2,4,414,624,607,6,0,0,0,466,3,0,0,132,0,0,0,0,0,0,13,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"G72010902902003","2020","1500000US721092902003","721092902003","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290200","3",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"1747874","0","3","Block Group 3","S","+18.0102783","-066.0024979","BG",1579,1039,242,189,5,2,10,591,540,501,21,1,0,0,333,2,0,0,139,0,0,4,0,0,1,27,1,0,0,15,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902902004","2020","1500000US721092902004","721092902004","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290200","4",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"4555138","557277","4","Block Group 4","S","+17.9976926","-066.0211031","BG",1840,1178,182,266,7,1,0,722,662,623,11,0,0,0,434,1,0,0,166,0,0,9,0,0,2,33,6,2,0,21,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902903001","2020","1500000US721092903001","721092903001","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290300","1",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"7616670","1490519","1","Block Group 1","S","+17.9952153","-065.9962668","BG",2037,1385,351,285,13,0,0,736,652,555,22,2,0,0,383,0,0,0,136,0,0,11,0,0,1,65,11,0,0,42,0,0,2,0,0,1,0,0,8,0,1,0,0,0,0,0,32,0,0,29,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"G72010902903002","2020","1500000US721092903002","721092903002","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290300","2",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"2437532","2823905","2","Block Group 2","S","+17.9749832","-065.9890389","BG",1213,820,152,207,15,0,1,445,393,337,29,1,0,0,209,0,0,0,88,0,0,8,0,0,2,33,0,0,0,26,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902903003","2020","1500000US721092903003","721092903003","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290300","3",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"869798","0","3","Block Group 3","S","+18.0012723","-065.9888107","BG",506,349,150,80,9,0,0,110,157,145,6,0,0,0,93,2,0,0,44,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902904001","2020","1500000US721092904001","721092904001","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290400","1",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"18740734","2571460","1","Block Group 1","S","+18.0108771","-065.9716208","BG",1412,911,317,133,13,2,0,446,501,470,43,1,0,0,302,8,0,0,109,0,0,6,0,0,1,21,3,0,0,14,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72010902904002","2020","1500000US721092904002","721092904002","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"290400","2",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"11457053","8743648","2","Block Group 2","S","+17.9765732","-065.9413087","BG",1685,1092,250,178,8,1,0,655,593,478,17,0,0,0,326,1,0,0,125,0,0,3,0,4,2,87,7,0,0,73,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"G72010909900000","2020","1500000US721099900000","721099900000","9","0","Puerto Rico","72","Patillas Municipio","109",,,,,,,"990000","0",,,,,,,,"25020","1","490","99999",,,,,,,,,,,,,,,"0","56616083","0","Block Group 0","S","+17.9428036","-065.9457346","BG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107301001","2020","1500000US721117301001","721117301001","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730100","1",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"1215527","1310","1","Block Group 1","S","+18.0585885","-066.7142761","BG",2255,1260,660,117,20,0,0,463,995,815,11,0,0,0,724,1,0,1,75,0,0,2,0,0,1,22,3,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,157,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"G72011107301002","2020","1500000US721117301002","721117301002","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730100","2",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"14744324","476","2","Block Group 2","S","+18.0917346","-066.7171569","BG",1051,618,268,66,2,2,0,280,433,409,11,2,0,1,368,0,0,0,24,0,0,2,0,0,1,5,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107301003","2020","1500000US721117301003","721117301003","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730100","3",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"14307401","1385","3","Block Group 3","S","+18.1018934","-066.6959799","BG",723,375,117,14,4,0,0,240,348,325,7,0,0,0,292,1,0,0,24,0,0,1,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107301004","2020","1500000US721117301004","721117301004","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730100","4",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"1746647","447","4","Block Group 4","S","+18.0569392","-066.7022082","BG",627,288,90,34,3,0,0,161,339,312,0,0,0,0,292,0,0,0,18,0,1,1,0,0,0,10,1,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107302001","2020","1500000US721117302001","721117302001","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730200","1",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"1767621","15895","1","Block Group 1","S","+18.0678968","-066.7228803","BG",1708,1035,470,113,1,1,0,450,673,620,11,0,0,0,561,0,0,0,41,0,0,7,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107302002","2020","1500000US721117302002","721117302002","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730200","2",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"17887810","0","2","Block Group 2","S","+18.1009804","-066.7421856","BG",576,342,92,69,0,0,2,179,234,193,0,1,0,0,162,0,0,0,30,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107303001","2020","1500000US721117303001","721117303001","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730300","1",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"775762","515","1","Block Group 1","S","+18.0581916","-066.7304223","BG",1653,917,366,111,7,1,1,431,736,705,32,1,0,1,619,0,0,0,44,0,0,8,0,0,0,23,0,0,0,19,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107303002","2020","1500000US721117303002","721117303002","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730300","2",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"7130799","0","2","Block Group 2","S","+18.0537769","-066.7468166","BG",2146,1306,472,236,9,0,1,588,840,791,102,1,0,0,607,0,0,0,68,0,0,13,0,0,0,27,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G72011107303003","2020","1500000US721117303003","721117303003","9","0","Puerto Rico","72","Peñuelas Municipio","111",,,,,,,"730300","3",,,,,,,,"49500","1","434","99999",,,,,,,,,,,,,,,"10494732","3594","3","Block Group 3","S","+18.0741590","-066.7449010","BG",2258,1463,559,241,8,0,0,655,795,727,126,0,2,0,516,2,0,0,71,0,0,10,0,0,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
