BLOCKID|DISTRICT
720019568001004|00030
720019568001005|00030
720019568001006|00030
720019568001007|00030
720019568001008|00030
720019568001009|00030
720019568001010|00030
720019568001011|00030
720019568001012|00030
720019568001013|00030
720019568001014|00030
720019568001015|00030
720019568001016|00030
720019568001017|00030
720019568001018|00030
720019568001019|00030
720019568001020|00030
720019568001021|00030
720019568001022|00030
720019568001023|00030
720019568001024|00030
720019568001025|00030
720019568001026|00030
720019568001027|00030
720019568001028|00030
720019568001029|00030
720019568001030|00030
720019568001031|00030
720019568001032|00030
720019568001033|00030
720019568001034|00030
720019568001035|00030
720019568001036|00030
720019568001037|00030
720019568001038|00030
720019568001039|00030
720019568001040|00030
720019568001041|00030
720019568001042|00030
720019568001043|00030
720019568001044|00030
720019568001045|00030
720019568001046|00030
720019568001047|00030
720019568001048|00030
720019568002000|00030
720019568002001|00030
720019568002002|00030
720019568002003|00030
720019568002004|00030
720019568002005|00030
720019568002006|00030
720019568002007|00030
720019568002008|00030
720019568002009|00030
720019568002010|00030
720019568002011|00030
720019568002012|00030
720019568002013|00030
720019568002014|00030
720019568002015|00030
720019568002016|00030
720019568002017|00030
720019568002018|00030
720019568002019|00030
720019568002020|00030
720019568002021|00030
720019568002022|00030
720019568002023|00030
720019568002024|00030
720019568002025|00030
720019568002026|00030
720019568002027|00030
720019568002028|00030
720019568002029|00030
720019568002030|00030
720019568002031|00030
720019568002032|00030
720019568002033|00030
720019568002034|00030
720019568002035|00030
720019568002036|00030
720019568002037|00030
720019568002038|00030
720019568002039|00030
720019568002040|00030
720019568002041|00030
720019568002042|00030
720019568002043|00030
720019568002044|00030
720019568002045|00030
720019568002046|00030
720019568002047|00030
720019568002048|00030
720019568002049|00030
720019568002050|00030
720019568002051|00030
720019568002052|00030
720019568002053|00030
720019568002054|00030
720019568002055|00030
720019568002056|00030
720019568002057|00030
720019568002058|00030
720019568002059|00030
720019568002060|00030
720019568002061|00030
720019568002062|00030
720019568002063|00030
720019568002064|00030
720019568002065|00030
720019568002066|00030
720019568002067|00030
720019568002068|00030
720019568002069|00030
720019568002070|00030
720019568002071|00030
720019568002072|00030
720019568002073|00030
720019568002074|00030
720019568002075|00030
720019568002076|00030
720034301001000|00030
720034301001001|00030
720034301001002|00030
720034301001003|00030
720034301001004|00030
720034301001005|00030
720034301001006|00030
720034301001007|00030
720034301001008|00030
720034301001009|00030
720034301001010|00030
720034301001011|00030
720034301001012|00030
720034301001013|00030
720034301001014|00030
720034301001015|00030
720034301001016|00030
720034301001017|00030
720034301001018|00030
720034301001019|00030
720034301001020|00030
720034301001021|00030
720034301002000|00030
720034301002001|00030
720034301002002|00030
720034301002003|00030
720034301002004|00030
720034301002005|00030
720034301002006|00030
720034301002007|00030
720034301002008|00030
720034301002009|00030
720034301002010|00030
720034301002011|00030
720034301003000|00030
720034301003001|00030
720034301003002|00030
720034301003003|00030
720034301003004|00030
720034301003005|00030
720034301003006|00030
720034301003007|00030
720034301003008|00030
720034301003009|00030
720034301003010|00030
720034301003011|00030
720034301003012|00030
720034301003013|00030
720034301003014|00030
720034301003015|00030
720034301003016|00030
720034301003017|00030
720034301003018|00030
720034301003019|00030
720034301003020|00030
720034301003021|00030
720034301003022|00030
720034301003023|00030
720034302001000|00030
720034302001001|00030
720034302001002|00030
720034302001003|00030
720034302001004|00030
720034302001005|00030
720034302001006|00030
720034302001007|00030
720034302001008|00030
720034302001009|00030
720034302001010|00030
720034302001011|00030
720034302001012|00030
720034302001013|00030
720034302001014|00030
720034302001015|00030
720034302001016|00030
720034302001017|00030
720034302001018|00030
720034302001019|00030
720034302001020|00030
720034302001021|00030
720034302001022|00030
720034302001023|00030
720034302001024|00030
720034302002000|00030
720034302002001|00030
720034302002002|00030
720034302002003|00030
720034302002004|00030
720034302002005|00030
720034302002006|00030
720034302002007|00030
720034302002008|00030
720034302002009|00030
720034302002010|00030
720034302002011|00030
720034302002012|00030
720034302002013|00030
720034302002014|00030
720034302002015|00030
720034302002016|00030
720034302002017|00030
720034302002018|00030
720034302002019|00030
720034302002020|00030
720034302002021|00030
720034302002022|00030
720034302002023|00030
720034302002024|00030
720034302002025|00030
720034302003000|00030
720034302003001|00030
720034302003002|00030
720034302003003|00030
720034302003004|00030
720034302003005|00030
720034302003006|00030
720034302003007|00030
720034302003008|00030
720034302003009|00030
720034302003010|00030
720034302003011|00030
720034302003012|00030
720034302003013|00030
720034302003014|00030
720034302003015|00030
720034302003016|00030
720034302003017|00030
720034302003018|00030
720034302003019|00030
720034303001000|00030
