BLOCKID|DISTRICT
720054001004008|98
720054001004009|98
720054001004010|98
720054001004011|98
720054001004012|98
720054001004013|98
720054001005000|98
720054001005001|98
720054001005002|98
720054001005003|98
720054001005004|98
720054001005005|98
720054001005006|98
720054001005007|98
720054001005008|98
720054001005009|98
720054001005010|98
720054003001000|98
720054003001001|98
720054003001002|98
720054003001003|98
720054003001004|98
720054003001005|98
720054003001006|98
720054003001007|98
720054003001008|98
720054003001009|98
720054003001010|98
720054003001011|98
720054003001012|98
720054003001013|98
720054003001014|98
720054003001015|98
720054003001016|98
720054003001017|98
720054003001018|98
720054003001019|98
720054003001020|98
720054003001021|98
720054003001022|98
720054003001023|98
720054003001024|98
720054003001025|98
720054003001026|98
720054003001027|98
720054003001028|98
720054003001029|98
720054003001030|98
720054003001031|98
720054003001032|98
720054003001033|98
720054003001034|98
720054003001035|98
720054003001036|98
720054003001037|98
720054003001038|98
720054003001039|98
720054003001040|98
720054003001041|98
720054003001042|98
720054003001043|98
720054003001044|98
720054003002000|98
720054003002001|98
720054003002002|98
720054003002003|98
720054003002004|98
720054003002005|98
720054003002006|98
720054003002007|98
720054003002008|98
720054003002009|98
720054003002010|98
720054003002011|98
720054003002012|98
720054003002013|98
720054003002014|98
720054003002015|98
720054003002016|98
720054003002017|98
720054003002018|98
720054003002019|98
720054003002020|98
720054003002021|98
720054003002022|98
720054003002023|98
720054003002024|98
720054003002025|98
720054003002026|98
720054003002027|98
720054003002028|98
720054003002029|98
720054003002030|98
720054003002031|98
720054003002032|98
720054003002033|98
720054003002034|98
720054003002035|98
720054003002036|98
720054003002037|98
720054003002038|98
720054003002039|98
720054003002040|98
720054003002041|98
720054003002042|98
720054003002043|98
720054003002044|98
720054003002045|98
720054003002046|98
720054003002047|98
720054003002048|98
720054003002049|98
720054003002050|98
720054003002051|98
720054004001000|98
720054004001001|98
720054004001002|98
720054004001003|98
720054004001004|98
720054004001005|98
720054004001006|98
720054004001007|98
720054004001008|98
720054004001009|98
720054004002000|98
720054004002001|98
720054004002002|98
720054004002003|98
720054004002004|98
720054004002005|98
720054004002006|98
720054004002007|98
720054004002008|98
720054004002009|98
720054004002010|98
720054004002011|98
720054004002012|98
720054004003000|98
720054004003001|98
720054004003002|98
720054004003003|98
720054004003004|98
720054004003005|98
720054004003006|98
720054004003007|98
720054004003008|98
720054004003009|98
720054004003010|98
720054004003011|98
720054004003012|98
720054004003013|98
720054005011000|98
720054005011001|98
720054005011002|98
720054005011003|98
720054005011004|98
720054005011005|98
720054005011006|98
720054005011007|98
720054005011008|98
720054005011009|98
720054005011010|98
720054005011011|98
720054005011012|98
720054005011013|98
720054005011014|98
720054005011015|98
720054005011016|98
720054005012000|98
720054005012001|98
720054005012002|98
720054005012003|98
720054005012004|98
720054005021000|98
720054005021001|98
720054005021002|98
720054005021003|98
720054005021004|98
720054005021005|98
720054005021006|98
720054005021007|98
720054005021008|98
720054005021009|98
720054005021010|98
720054005021011|98
720054005021012|98
720054005021013|98
720054005021014|98
720054005021015|98
720054005021016|98
720054005021017|98
720054005021018|98
720054005022000|98
720054005022001|98
720054005022002|98
720054005022003|98
720054005022004|98
720054005022005|98
720054005022006|98
720054005022007|98
720054005022008|98
720054005022009|98
720054005022010|98
720054005023000|98
720054005023001|98
720054005023002|98
720054005023003|98
720054005023004|98
720054005023005|98
720054005023006|98
720054005023007|98
720054005023008|98
720054005023009|98
720054005023010|98
720054006001000|98
720054006001001|98
720054006001002|98
720054006001003|98
720054006001004|98
720054006001005|98
720054006001006|98
720054006001007|98
720054006001008|98
720054006001009|98
720054006001010|98
720054006002000|98
720054006002001|98
720054006002002|98
720054006002003|98
720054006002004|98
720054006002005|98
720054006002006|98
720054006002007|98
720054006002008|98
720054006003000|98
720054006003001|98
720054006003002|98
720054006003003|98
720054006003004|98
720054006003005|98
720054006003006|98
720054006003007|98
720054006003008|98
720054007001000|98
720054007001001|98
720054007001002|98
720054007001003|98
720054007001004|98
720054007001005|98
720054007001006|98
720054007001007|98
720054007001008|98
720054007001009|98
720054007001010|98
720054007001011|98
720054007001012|98
720054007001013|98
720054007001014|98
720054007002000|98
720054007002001|98
720054007002002|98
720054007002003|98
720054007002004|98
720054007003000|98
720054007003001|98
720054007003002|98
720054007003003|98
720054007003004|98
720054007003005|98
720054007003006|98
720054007003007|98
720054007003008|98
720054007003009|98
720054007003010|98
720054007003011|98
720054007003012|98
720054008001000|98
720054008001001|98
720054008001002|98
720054008001003|98
720054008001004|98
720054008001005|98
720054008002000|98
720054008002001|98
720054008002002|98
720054008002003|98
720054008002004|98
720054008002005|98
720054008002006|98
720054008002007|98
720054008002008|98
720054008002009|98
720054008002010|98
720054008002011|98
720054008002012|98
720054008002013|98
720054008002014|98
720054008002015|98
720054008002016|98
720054008002017|98
720054008002018|98
720054008002019|98
720054008002020|98
720054008002021|98
720054008002022|98
720054008002023|98
720054008002024|98
720054009001000|98
720054009001001|98
720054009001002|98
720054009001003|98
720054009001004|98
720054009001005|98
720054012001000|98
720054012001001|98
720054012001002|98
720054012001003|98
720054012001004|98
720054012001005|98
720054012001006|98
720054012001007|98
720054012001008|98
720054012001009|98
720054012001010|98
720054012001011|98
720054012001012|98
720054012001013|98
720054012001014|98
720054012001015|98
720054012001016|98
720054012001017|98
720054012001018|98
720054012001019|98
720054012001020|98
720054012001021|98
720054012001022|98
720054012001023|98
720054012001024|98
720054012001025|98
720054012001026|98
720054012001027|98
720054012001028|98
720054012001029|98
720054012001030|98
720054012001031|98
720054012001032|98
720054012002000|98
720054012002001|98
720054012002002|98
720054012002003|98
720054012002004|98
720054012002005|98
720054012002006|98
720054012002007|98
720054012002008|98
720054012002009|98
720054012002010|98
720054012002011|98
720054012002012|98
720054012002013|98
720054012002014|98
720054012002015|98
720054012002016|98
720054012002017|98
720054012002018|98
720054013011000|98
720054013011001|98
720054013011002|98
720054013011003|98
720054013011004|98
720054013011005|98
720054013011006|98
720054013011007|98
720054013011008|98
720054013011009|98
720054013011010|98
720054013011011|98
720054013011012|98
720054013011013|98
720054013011014|98
720054013011015|98
720054013011016|98
720054013011017|98
720054013011018|98
720054013012000|98
720054013012001|98
720054013012002|98
720054013012003|98
720054013012004|98
720054013012005|98
720054013012006|98
720054013012007|98
720054013012008|98
720054013012009|98
720054013012010|98
720054013012011|98
720054013012012|98
720054013012013|98
720054013012014|98
720054013012015|98
720054013012016|98
720054013013000|98
720054013013001|98
720054013013002|98
720054013013003|98
720054013013004|98
720054013013005|98
720054013013006|98
720054013013007|98
720054013013008|98
720054013013009|98
720054013013010|98
720054013013011|98
720054013013012|98
720054013013013|98
720054013013014|98
720054013013015|98
720054013013016|98
720054013031000|98
720054013031001|98
720054013031002|98
720054013031003|98
720054013031004|98
720054013031005|98
720054013031006|98
720054013031007|98
720054013032000|98
720054013032001|98
720054013032002|98
720054013032003|98
720054013032004|98
720054013032005|98
720054013032006|98
720054013032007|98
720054013032008|98
720054013033000|98
720054013033001|98
720054013033002|98
720054013033003|98
720054013033004|98
720054013033005|98
720054013033006|98
720054013041000|98
720054013041001|98
720054013041002|98
720054013041003|98
720054013041004|98
720054013041005|98
720054013041006|98
720054013041007|98
720054013041008|98
720054013041009|98
720054013041010|98
720054013041011|98
720054013041012|98
720054013041013|98
720054013041014|98
720054013042000|98
720054013042001|98
720054013042002|98
720054013042003|98
720054013042004|98
720054013042005|98
720054013042006|98
720054013042007|98
720054013042008|98
720054013042009|98
720054013042010|98
720054013042011|98
720054013042012|98
720054013042013|98
720054013042014|98
720054014011000|98
720054014011001|98
720054014011002|98
720054014011003|98
720054014011004|98
720054014011005|98
720054014011006|98
720054014011007|98
720054014011008|98
720054014011009|98
720054014011010|98
720054014011011|98
720054014011012|98
720054014011013|98
720054014012000|98
720054014012001|98
720054014012002|98
720054014012003|98
720054014012004|98
720054014012005|98
720054014012006|98
720054014012007|98
720054014012008|98
720054014012009|98
720054014012010|98
720054014012011|98
720054014012012|98
720054014012013|98
720054014012014|98
720054014012015|98
720054014012016|98
720054014012017|98
720054014012018|98
720054014013000|98
720054014013001|98
720054014013002|98
720054014013003|98
720054014013004|98
720054014013005|98
720054014013006|98
720054014013007|98
720054014013008|98
720054014013009|98
720054014013010|98
720054014021000|98
720054014021001|98
720054014021002|98
720054014021003|98
720054014021004|98
720054014021005|98
720054014021006|98
720054014021007|98
720054014022000|98
720054014022001|98
720054014022002|98
720054014022003|98
720054014022004|98
720054014022005|98
720054014022006|98
720054014022007|98
720054014022008|98
720054014022009|98
720054014022010|98
720054014022011|98
720054014022012|98
720054014022013|98
720054014023000|98
720054014023001|98
720054014023002|98
720054014023003|98
720054014023004|98
720054014024000|98
720054014024001|98
720054014024002|98
720054014024003|98
720054014024004|98
720054014024005|98
720054014024006|98
720054014024007|98
720054014024008|98
720054015001000|98
720054015001001|98
720054015001002|98
720054015001003|98
720054015001004|98
720054015001005|98
720054015001006|98
720054015001007|98
720054015001008|98
720054015001009|98
720054015001010|98
720054015001011|98
720054015001012|98
720054015001013|98
720054015001014|98
720054015001015|98
720054015001016|98
720054015001017|98
720054015001018|98
720054015001019|98
720054015001020|98
720054015001021|98
720054015001022|98
720054015001023|98
720054015001024|98
720054015001025|98
720054015001026|98
720054015001027|98
720054015001028|98
720054015001029|98
720054015001030|98
720054015001031|98
720054015001032|98
720054015001033|98
720054015001034|98
720054015001035|98
720054015001036|98
720054015001037|98
720054015001038|98
720054015001039|98
720054015001040|98
720054015001041|98
720054015001042|98
720054015001043|98
720054015001044|98
720054015001045|98
720054015001046|98
720054015001047|98
720054015001048|98
720054015001049|98
720054015001050|98
720054015001051|98
720054015001052|98
720054015001053|98
720054015001054|98
720054015001055|98
720054015001056|98
720054015001057|98
720054015001058|98
720054015001059|98
720054015001060|98
720054015001061|98
720054015001062|98
720054015001063|98
720054015001064|98
720059900000001|98
720059900000002|98
720059900000003|98
720072301001000|98
720072301001001|98
720072301001002|98
720072301001003|98
720072301001004|98
720072301001005|98
720072301001006|98
720072301001007|98
720072301001008|98
720072301001009|98
720072301001010|98
720072301001011|98
720072301001012|98
720072301001013|98
720072301001014|98
720072301001015|98
720072301001016|98
720072301002000|98
720072301002001|98
720072301002002|98
720072301002003|98
720072301002004|98
720072301002005|98
720072301002006|98
720072301002007|98
720072301002008|98
720072301002009|98
720072301002010|98
720072301002011|98
720072301002012|98
720072301002013|98
720072301002014|98
720072301002015|98
720072301002016|98
720072301002017|98
720072301002018|98
720072301002019|98
720072301002020|98
720072301003000|98
720072301003001|98
720072301003002|98
720072301003003|98
720072301003004|98
720072301003005|98
720072301003006|98
720072301003007|98
720072301003008|98
720072301003009|98
720072301003010|98
720072301003011|98
720072301003012|98
720072301003013|98
720072301003014|98
720072301003015|98
720072302001000|98
720072302001001|98
720072302001002|98
720072302001003|98
720072302001004|98
720072302001005|98
720072302002000|98
720072302002001|98
720072302002002|98
720072302002003|98
720072302002004|98
720072302002005|98
720072302002006|98
720072302002007|98
720072302002008|98
720072302002009|98
720072302003000|98
720072302003001|98
720072302003002|98
720072302003003|98
720072302003004|98
720072302003005|98
720072302004000|98
720072302004001|98
720072302004002|98
720072302004003|98
720072302004004|98
720072302004005|98
720072302004006|98
720072302004007|98
720072302004008|98
720072302004009|98
720072302004010|98
720072302004011|98
720072302004012|98
720072302004013|98
720072302004014|98
720072302004015|98
720072302004016|98
720072302004017|98
720072302004018|98
720072302004019|98
720072303001000|98
720072303001001|98
720072303001002|98
720072303001003|98
720072303001004|98
720072303001005|98
720072303001006|98
720072303001007|98
720072303001008|98
720072303001009|98
720072303001010|98
720072303001011|98
720072303001012|98
720072303001013|98
720072303001014|98
720072303001015|98
720072303001016|98
720072303001017|98
720072303001018|98
720072303001019|98
720072303001020|98
720072303001021|98
720072303001022|98
720072303001023|98
720072303001024|98
720072303001025|98
720072303001026|98
720072303001027|98
720072303001028|98
720072303001029|98
720072303001030|98
720072303001031|98
720072303001032|98
720072303001033|98
720072303001034|98
720072303002000|98
720072303002001|98
720072303002002|98
720072303002003|98
720072303002004|98
720072303002005|98
720072303002006|98
720072303002007|98
720072303002008|98
720072304001000|98
720072304001001|98
720072304001002|98
720072304001003|98
720072304001004|98
720072304001005|98
720072304001006|98
720072304001007|98
720072304001008|98
720072304001009|98
720072304001010|98
720072304001011|98
720072304001012|98
720072304001013|98
720072304001014|98
720072304001015|98
720072304001016|98
720072304001017|98
720072304001018|98
720072304001019|98
720072304001020|98
720072304001021|98
720072304001022|98
720072304002000|98
720072304002001|98
720072304002002|98
720072304002003|98
720072304002004|98
720072304002005|98
720072304002006|98
720072304002007|98
720072304002008|98
720072304002009|98
