BLOCKID|COUNTYFP|DISTRICT
720210317042006|021|011.22
720210317042007|021|011.22
720210317043000|021|011.10
720210317043001|021|011.10
720210317043002|021|011.10
720210317043003|021|011.18
720210317043004|021|0011.9
720210317043005|021|011.10
720210317043006|021|011.10
720210317043007|021|011.10
720210317043008|021|011.10
720210317043009|021|011.10
720210317043010|021|011.10
720210317043011|021|011.10
720210317043012|021|011.18
720210317043013|021|011.18
720210317043014|021|011.18
720210317043015|021|011.18
720210317043016|021|011.18
720210317043017|021|011.18
720210317043018|021|0011.8
720210318001000|021|0011.9
720210318001001|021|0011.9
720210318001002|021|0011.9
720210318001003|021|0011.9
720210318001004|021|0011.9
720210318001005|021|0011.9
720210318001006|021|0011.9
720210318001007|021|0011.9
720210318001008|021|0011.8
720210318001009|021|0011.8
720210318001010|021|0011.8
720210318001011|021|0011.8
720210318001012|021|0011.8
720210318001013|021|0011.8
720210318001014|021|0011.8
720210318001015|021|0011.8
720210318001016|021|0011.8
720210318001017|021|0011.8
720210318001018|021|0011.8
720210318002000|021|0011.8
720210318002001|021|0011.8
720210318002002|021|0011.8
720210318002003|021|0011.8
720210318002004|021|0011.3
720210318002005|021|0011.8
720210318002006|021|0011.8
720210318002007|021|0011.8
720210318002008|021|0011.8
720210318002009|021|0011.3
720210318003000|021|0011.3
720210318003001|021|0011.3
720210318003002|021|0011.3
720210318003003|021|0011.3
720210318003004|021|0011.3
720210318003005|021|0011.3
720210318003006|021|0011.3
720210318003007|021|0011.3
720210318003008|021|0011.3
720210318003009|021|0011.3
720210318003010|021|0011.3
720210318003011|021|0011.3
720210318003012|021|0011.3
720210318004000|021|0011.8
720210318004001|021|011.18
720210318004002|021|0011.3
720210318004003|021|0011.3
720210318004004|021|0011.3
720210318004005|021|0011.3
720210318004006|021|0011.3
720210318004007|021|0011.3
720210318004008|021|0011.3
720210318004009|021|0011.3
720210318004010|021|0011.3
720210319001000|021|011.18
720210319001001|021|0012.4
720210319001002|021|0012.4
720210319001003|021|0012.4
720210319001004|021|0012.4
720210319001005|021|0012.4
720210319001006|021|0012.4
720210319001007|021|0012.4
720210319001008|021|0012.4
720210319001009|021|0012.4
720210319001010|021|0012.4
720210319002000|021|0012.4
720210319002001|021|0012.4
720210319002002|021|0012.4
720210319002003|021|0012.4
720210319002004|021|0012.4
720210319002005|021|0012.4
720210319002006|021|0012.4
720210319002007|021|0012.4
720210319002008|021|0012.4
720210319002009|021|0012.4
720210319002010|021|0012.4
720210319003000|021|0012.4
720210319003001|021|0012.4
720210319003002|021|0012.4
720210319003003|021|0012.4
720210319003004|021|0012.4
720210319003005|021|0012.4
720210319003006|021|0012.4
720210319003007|021|0012.4
720210319003008|021|0012.4
720210319003009|021|0012.4
720210319003010|021|0012.5
720210319003011|021|0012.5
720210319003012|021|0012.4
720210319003013|021|0012.4
720210320001000|021|0011.3
720210320001001|021|0011.3
720210320001002|021|0012.5
720210320001003|021|0012.5
720210320001004|021|0012.5
720210320001005|021|0011.3
720210320001006|021|0011.3
720210320001007|021|0012.5
720210320001008|021|0012.5
720210320001009|021|0012.5
720210320001010|021|0012.5
720210320001011|021|0012.3
720210320001012|021|0012.5
720210320001013|021|0012.5
720210320001014|021|0012.5
720210320001015|021|0012.5
720210320001016|021|0012.3
720210320001017|021|0012.5
720210320001018|021|0012.5
720210320001019|021|0012.5
720210320001020|021|0012.5
720210320001021|021|0012.5
720210321001000|021|0012.6
720210321001001|021|0012.6
720210321001002|021|0012.6
720210321001003|021|0012.6
720210321001004|021|0012.6
720210321001005|021|0012.6
720210321001006|021|0012.6
720210321001007|021|0012.6
720210321001008|021|0012.6
720210321001009|021|0012.6
720210321001010|021|0012.6
720210321001011|021|0012.6
720210321001012|021|0012.6
720210321001013|021|0012.6
720210321001014|021|0012.6
720210321001015|021|0012.6
720210321002000|021|0012.6
720210321002001|021|0012.6
720210321002002|021|0012.6
720210321002003|021|0012.6
720210321002004|021|0012.6
720210321002005|021|0012.6
720210321002006|021|0012.6
720210321002007|021|0012.6
720210321002008|021|0012.6
720210321002009|021|0012.6
720210321002010|021|0012.6
720210321002011|021|0012.6
720210321002012|021|0012.6
720210321002013|021|0012.6
720210321002014|021|0012.6
720210321002015|021|0012.6
720210321002016|021|0012.6
720210321002017|021|0012.6
720210321002018|021|0012.6
720210321002019|021|0012.6
720210321002020|021|0012.6
720210321002021|021|0012.6
720210322001000|021|0012.3
720210322001001|021|0012.4
720210322001002|021|0012.2
720210322001003|021|0012.2
720210322001004|021|0012.3
720210322001005|021|0012.3
720210322001006|021|0012.3
720210322001007|021|0012.3
720210322002000|021|0012.2
720210322002001|021|0012.3
720210322002002|021|0012.3
720210322002003|021|0012.3
720210322002004|021|0012.3
720210322002005|021|0012.3
720210322002006|021|0012.3
720210322002007|021|0012.3
720210322002008|021|0012.3
720210322002009|021|0012.3
720210322002010|021|0012.6
720210322002011|021|0012.6
720210322002012|021|0012.3
720210322002013|021|0012.3
720210322002014|021|0012.3
720210322002015|021|0012.3
720210322002016|021|0012.6
720210322002017|021|0012.3
720210322002018|021|0012.6
720210322002019|021|0012.3
720210322002020|021|0012.3
720210322002021|021|0012.6
720210322002022|021|0012.6
720210322002023|021|0012.6
720210322002024|021|0012.3
720210322002025|021|0012.3
720210322002026|021|0012.3
720210323011000|021|0012.2
720210323011001|021|0012.2
720210323011002|021|0012.2
720210323011003|021|0012.2
720210323011004|021|0012.2
720210323011005|021|0012.2
720210323011006|021|0012.2
720210323011007|021|0012.2
720210323011008|021|0012.2
720210323011009|021|0012.2
720210323011010|021|0012.2
720210323011011|021|0012.2
720210323011012|021|0012.2
720210323011013|021|0012.2
720210323011014|021|0012.2
720210323011015|021|0012.2
720210323011016|021|0012.2
720210323011017|021|0012.2
720210323011018|021|0012.2
720210323012000|021|0012.2
720210323012001|021|0012.2
720210323012002|021|0012.2
720210323012003|021|0012.2
720210323012004|021|0012.2
720210323012005|021|0012.2
720210323012006|021|0012.2
720210323012007|021|0012.2
720210323012008|021|0012.2
720210323012009|021|0012.2
720210323012010|021|0012.2
720210323012011|021|0012.2
720210323012012|021|0012.2
720210323021000|021|0012.2
720210323021001|021|0012.2
720210323021002|021|011.14
720210323021003|021|0012.2
720210323021004|021|0012.2
720210323021005|021|0012.2
720210323021006|021|0012.2
720210323021007|021|0012.2
720210323021008|021|0012.2
720210323021009|021|0012.3
720210323021010|021|0012.2
720210323022000|021|011.14
720210323022001|021|011.14
720210323022002|021|011.14
720210323022003|021|011.14
720210323022004|021|011.14
720210323022005|021|0012.2
720210323022006|021|0012.2
720210323022007|021|011.14
720210323022008|021|011.14
720210323022009|021|011.14
720210323022010|021|011.14
720210323022011|021|0012.2
720210323022012|021|0012.2
720210323022013|021|0012.2
720238301011000|023|0046.3
720238301011001|023|0046.8
720238301011002|023|0046.8
720238301011003|023|0046.8
720238301011004|023|0046.8
720238301011005|023|0046.2
720238301011006|023|0046.8
720238301011007|023|0046.8
720238301011008|023|0046.2
720238301011009|023|0046.9
720238301011010|023|0046.9
720238301011011|023|0046.7
720238301011012|023|0046.7
720238301011013|023|0046.7
720238301011014|023|0046.8
720238301011015|023|0046.8
720238301011016|023|0046.8
720238301011017|023|0046.8
720238301012000|023|0046.9
720238301012001|023|0046.9
720238301012002|023|0046.9
720238301012003|023|0046.9
720238301012004|023|0046.9
720238301012005|023|0046.9
720238301012006|023|0046.9
720238301012007|023|0046.9
720238301012008|023|0046.9
720238301012009|023|0046.9
720238301012010|023|0046.9
720238301013000|023|0046.9
720238301013001|023|0046.9
720238301013002|023|0046.9
720238301013003|023|0046.2
720238301013004|023|0046.2
720238301013005|023|0046.2
720238301013006|023|0046.2
720238301013007|023|0046.9
720238301013008|023|0046.2
720238301013009|023|0046.2
720238301013010|023|0046.2
720238301013011|023|0046.3
720238301013012|023|0046.2
720238301013013|023|0046.9
720238301013014|023|0046.9
720238301013015|023|0046.9
720238301021000|023|046.11
720238301021001|023|046.11
720238301021002|023|046.11
720238301021003|023|046.11
720238301021004|023|046.11
720238301021005|023|046.11
720238301021006|023|046.11
720238301021007|023|046.11
720238301021008|023|046.11
720238301022000|023|046.11
720238301022001|023|0046.9
720238301022002|023|046.11
720238301022003|023|046.11
720238301022004|023|046.11
720238301022005|023|046.11
720238301022006|023|046.11
720238301022007|023|046.11
720238301022008|023|046.11
720238301022009|023|046.11
720238301022010|023|046.11
720238301022011|023|046.11
720238301022012|023|046.11
720238301023000|023|046.11
720238301023001|023|046.11
720238301023002|023|046.11
720238301023003|023|046.11
720238301023004|023|046.11
720238301023005|023|0046.2
720238301023006|023|0046.2
720238301023007|023|046.10
720238301023008|023|0046.3
720238301023009|023|0046.2
720238301023010|023|0046.2
720238301023011|023|0046.2
720238301023012|023|0046.2
720238301023013|023|0046.2
720238301023014|023|0046.2
720238302011000|023|0046.4
720238302011001|023|0046.4
720238302011002|023|0046.4
720238302011003|023|0046.4
720238302011004|023|0046.4
720238302011005|023|0046.4
720238302011006|023|0046.4
720238302011007|023|0046.4
720238302011008|023|0046.4
720238302012000|023|0046.4
720238302012001|023|0046.4
720238302012002|023|0046.4
720238302012003|023|0046.4
720238302012004|023|0046.4
720238302012005|023|ZZZZZZ
720238302012006|023|ZZZZZZ
720238302012007|023|0046.4
720238302012008|023|0046.4
720238302012009|023|0046.4
720238302012010|023|0046.4
720238302012011|023|0046.4
720238302012012|023|0046.4
720238302012013|023|046.10
720238302012014|023|046.10
720238302012015|023|046.10
720238302012016|023|046.10
720238302012017|023|0046.4
720238302012018|023|046.10
720238302012019|023|046.10
720238302013000|023|ZZZZZZ
720238302013001|023|0046.4
720238302013002|023|0046.4
720238302013003|023|0046.4
720238302013004|023|0046.4
720238302013005|023|0046.4
720238302013006|023|0046.4
720238302013007|023|0046.4
720238302013008|023|0046.4
720238302021000|023|0046.4
720238302021001|023|0046.4
720238302021002|023|0046.4
720238302021003|023|0046.4
720238302021004|023|0046.4
720238302021005|023|0046.4
720238302021006|023|0046.4
720238302021007|023|0046.4
720238302021008|023|0046.4
720238302021009|023|0046.4
720238302021010|023|0046.4
720238302021011|023|0046.4
720238302021012|023|0046.4
720238302021013|023|0046.4
720238302021014|023|0046.4
720238302022000|023|046.11
720238302022001|023|046.11
720238302022002|023|0046.4
720238302022003|023|0046.4
720238302022004|023|0046.4
720238302022005|023|0046.4
720238302022006|023|0046.4
720238302022007|023|0046.4
720238302022008|023|0046.4
720238302022009|023|0046.4
720238302022010|023|0046.4
720238302022011|023|0046.4
720238302022012|023|0046.4
720238302022013|023|0046.4
720238302022014|023|046.10
720238302022015|023|046.10
720238302022016|023|0046.4
720238302022017|023|0046.4
720238302022018|023|0046.4
720238302022019|023|0046.4
720238302022020|023|0046.4
720238302022021|023|0046.4
720238303001000|023|046.10
720238303001001|023|046.10
720238303001002|023|046.10
720238303001003|023|046.10
720238303001004|023|046.10
720238303001005|023|046.10
720238303001006|023|046.10
720238303001007|023|046.10
720238303001008|023|046.10
720238303001009|023|046.10
720238303001010|023|046.10
720238303002000|023|046.10
720238303002001|023|046.10
720238303002002|023|0046.6
720238303002003|023|046.10
720238303002004|023|0046.6
720238303002005|023|0046.6
720238303002006|023|0046.6
720238303002007|023|0046.6
720238303002008|023|0046.6
720238303002009|023|0046.6
720238303002010|023|0046.6
720238303002011|023|0046.6
720238303002012|023|0046.6
720238303002013|023|0046.6
720238303002014|023|0046.6
720238303002015|023|0046.6
720238303002016|023|0046.6
720238303002017|023|0046.6
720238303002018|023|0046.6
720238303002019|023|0046.6
720238303002020|023|0046.6
720238303002021|023|0046.6
720238303002022|023|0046.6
720238303002023|023|0046.6
720238303002024|023|0046.6
720238303002025|023|0046.6
720238303003000|023|046.10
720238303003001|023|046.10
720238303003002|023|046.10
720238303003003|023|046.10
720238303003004|023|046.10
720238303003005|023|046.10
720238303003006|023|046.10
720238303003007|023|046.10
720238303003008|023|0046.6
720238303003009|023|0046.6
720238303003010|023|046.10
720238303004000|023|046.10
720238303004001|023|0046.3
720238303004002|023|0046.3
720238303004003|023|0046.3
720238303004004|023|0046.3
720238303004005|023|0046.3
720238303004006|023|0046.3
720238303004007|023|0046.3
720238303004008|023|0046.3
720238303004009|023|0046.3
720238303004010|023|0046.3
720238303004011|023|0046.3
720238303004012|023|0046.3
720238303004013|023|0046.3
720238303004014|023|0046.3
720238303004015|023|0046.3
720238303004016|023|0046.5
720238303004017|023|0046.3
720238303004018|023|0046.3
720238304001000|023|046.11
720238304001001|023|046.11
720238304001002|023|046.10
720238304001003|023|046.10
720238304001004|023|046.10
720238304001005|023|046.10
720238304002000|023|046.11
720238304002001|023|0046.4
720238304002002|023|046.10
720238304002003|023|046.10
720238304002004|023|046.10
720238304002005|023|046.10
720238304002006|023|046.10
720238304002007|023|046.10
720238304002008|023|046.10
720238304002009|023|046.10
720238304002010|023|046.10
720238304002011|023|046.11
720238304002012|023|046.11
720238304002013|023|046.11
720238304002014|023|046.10
720238304002015|023|046.10
720238304002016|023|046.10
720238304002017|023|046.10
720238304002018|023|046.10
720238304002019|023|046.10
720238304002020|023|046.10
720238304002021|023|046.10
720238304002022|023|046.10
720238304002023|023|046.10
720238304002024|023|046.10
720238304002025|023|046.10
720238304002026|023|046.10
720238304002027|023|046.10
720238304002028|023|046.10
720238304002029|023|046.10
720238304002030|023|046.10
720238304003000|023|046.10
720238304003001|023|046.10
720238304003002|023|046.10
720238304003003|023|046.10
720238304003004|023|046.10
720238304003005|023|046.10
720238304003006|023|046.10
720238304003007|023|046.10
720238304003008|023|046.10
720238304003009|023|046.10
720238304003010|023|046.10
720238304003011|023|046.10
720238304003012|023|046.10
720238304003013|023|046.10
720238304003014|023|046.10
720238304003015|023|046.10
720238304003016|023|046.10
720238304003017|023|046.10
720238304003018|023|046.10
720238304003019|023|046.10
720238304003020|023|046.10
720238304004000|023|046.10
720238304004001|023|046.10
720238304004002|023|046.10
720238304004003|023|046.10
720238304004004|023|046.10
720238304004005|023|046.10
720238304004006|023|046.10
720238304004007|023|046.10
720238304004008|023|046.10
720238304004009|023|046.10
720238304004010|023|046.10
720238304004011|023|046.10
720238304004012|023|046.10
720238304004013|023|046.10
720238304004014|023|046.10
720238304004015|023|046.10
720238304004016|023|046.10
720238304004017|023|046.10
720238304004018|023|046.10
720238304004019|023|046.10
720238304004020|023|046.10
720238304004021|023|046.10
720238304004022|023|046.10
720238304004023|023|046.10
720238304004024|023|046.10
720238304004025|023|046.11
720238304004026|023|046.11
720238305021000|023|0046.5
720238305021001|023|0046.5
720238305021002|023|0046.7
720238305021003|023|0046.5
720238305021004|023|0046.7
720238305021005|023|0046.7
720238305021006|023|0046.7
720238305021007|023|0046.7
720238305021008|023|0046.7
720238305021009|023|0046.7
720238305021010|023|0046.7
720238305021011|023|ZZZZZZ
720238305021012|023|0046.7
720238305021013|023|0046.7
720238305021014|023|ZZZZZZ
720238305021015|023|ZZZZZZ
720238305021016|023|ZZZZZZ
720238305022000|023|0046.8
720238305022001|023|0046.8
720238305022002|023|0046.8
720238305022003|023|0046.8
720238305022004|023|0046.7
720238305022005|023|0046.8
720238305022006|023|0046.3
720238305022007|023|0046.3
720238305022008|023|0046.3
720238305022009|023|0046.3
720238305022010|023|0046.3
720238305022011|023|0046.5
720238305022012|023|0046.5
720238305022013|023|0046.5
720238305022014|023|0046.8
720238305022015|023|0046.8
720238305022016|023|0046.5
720238305022017|023|0046.7
720238305022018|023|0046.7
720238305022019|023|0046.7
720238305022020|023|0046.8
720238305022021|023|0046.7
720238305023000|023|0046.6
720238305023001|023|0046.6
720238305023002|023|0046.6
720238305023003|023|0046.6
720238305023004|023|0046.5
720238305023005|023|0046.3
720238305023006|023|0046.5
720238305023007|023|0046.5
720238305023008|023|0046.5
720238305023009|023|0046.5
720238305023010|023|0046.5
720238305023011|023|0046.5
720238305023012|023|0046.5
720238305023013|023|0046.5
720238305023014|023|0046.5
720238305023015|023|0046.5
720238305023016|023|ZZZZZZ
720238305023017|023|0046.5
720238305023018|023|0046.5
720238305023019|023|0046.5
720238305023020|023|0046.5
720238305023021|023|0046.5
720238305023022|023|0046.5
720238305023023|023|0046.5
720238305023024|023|0046.5
720238305023025|023|0046.5
720238305023026|023|ZZZZZZ
720238305023027|023|0046.7
720238305023028|023|ZZZZZZ
720238305023029|023|0046.7
720238305031000|023|0046.4
720238305031001|023|0046.4
720238305031002|023|0046.4
720238305031003|023|0046.5
720238305031004|023|0046.5
720238305031005|023|0046.5
720238305031006|023|0046.5
720238305031007|023|0046.5
720238305031008|023|0046.5
720238305031009|023|0046.6
720238305031010|023|0046.6
720238305031011|023|0046.6
720238305031012|023|0046.6
720238305032000|023|0046.4
720238305032001|023|0046.4
720238305032002|023|0046.4
720238305032003|023|0046.4
720238305032004|023|0046.4
720238305032005|023|0046.4
720238305032006|023|0046.4
720238305032007|023|0046.4
720238305032008|023|0046.4
720238305032009|023|0046.4
720238305032010|023|0046.4
720238305032011|023|0046.4
720238305032012|023|0046.4
720238305032013|023|0046.4
720238305032014|023|0046.4
720238305032015|023|046.10
720238305033000|023|ZZZZZZ
720238305033001|023|ZZZZZZ
720238305033002|023|ZZZZZZ
720238305033003|023|ZZZZZZ
720238305033004|023|0046.4
720238305033005|023|0046.4
720238305033006|023|0046.4
720238305033007|023|0046.4
720238305033008|023|0046.4
720238305033009|023|0046.5
720238305034000|023|0046.5
720238305034001|023|0046.5
720238305034002|023|0046.5
720238305034003|023|0046.5
720238305034004|023|0046.5
720238305034005|023|0046.5
720238305034006|023|0046.5
720238305034007|023|0046.5
720238305034008|023|0046.5
720238305034009|023|0046.5
720238305034010|023|0046.5
720238305034011|023|0046.5
720238305034012|023|0046.5
720238305034013|023|0046.5
720238305034014|023|0046.5
720238305034015|023|0046.5
720238305034016|023|0046.5
720238305034017|023|0046.5
720238305034018|023|0046.5
720238305041000|023|0046.5
720238305041001|023|0046.5
720238305041002|023|0046.5
720238305041003|023|0046.5
720238305041004|023|0046.5
720238305041005|023|0046.5
720238305041006|023|0046.5
720238305041007|023|0046.5
720238305041008|023|0046.5
720238305041009|023|0046.5
720238305041010|023|0046.5
720238305041011|023|ZZZZZZ
720238305041012|023|ZZZZZZ
720238305041013|023|ZZZZZZ
720238305041014|023|ZZZZZZ
720238305041015|023|ZZZZZZ
720238305041016|023|0046.5
720238305041017|023|0046.5
720238305041018|023|0046.5
720238305041019|023|0046.5
720238305041020|023|0046.5
720238305042000|023|0046.5
720238305042001|023|0046.5
720238305042002|023|0046.5
720238305042003|023|0046.5
720238305042004|023|0046.5
720238305042005|023|0046.5
720238305042006|023|0046.5
720238305042007|023|0046.5
720238305042008|023|0046.5
720238305042009|023|0046.5
720238305042010|023|0046.5
720238305042011|023|0046.5
720238305042012|023|0046.5
720238305042013|023|0046.5
720238305042014|023|0046.5
720238306051000|023|0046.8
720238306051001|023|0046.8
720238306051002|023|0046.8
720238306051003|023|0046.8
720238306051004|023|0046.8
720238306051005|023|0046.7
720238306051006|023|0046.7
720238306051007|023|0046.7
720238306051008|023|0046.7
720238306051009|023|0046.7
720238306051010|023|0046.7
720238306051011|023|0046.7
720238306051012|023|0046.7
720238306051013|023|0046.7
720238306051014|023|0046.7
720238306051015|023|0046.7
720238306051016|023|0046.7
720238306051017|023|0046.7
720238306051018|023|0046.7
720238306051019|023|0046.7
720238306052000|023|0046.7
720238306052001|023|0046.7
720238306052002|023|0046.7
720238306052003|023|0046.7
720238306052004|023|0046.7
720238306052005|023|0046.7
720238306052006|023|0046.7
720238306052007|023|0046.7
720238306052008|023|0046.7
720238306052009|023|0046.7
720238306052010|023|0046.7
720238306052011|023|0046.7
720238306052012|023|0046.7
720238306052013|023|0046.7
720238306052014|023|0046.7
720238306052015|023|0046.7
720238306052016|023|0046.7
720238306052017|023|0046.7
720238306052018|023|0046.7
720238306052019|023|ZZZZZZ
720238306052020|023|ZZZZZZ
720238306052021|023|0046.7
720238306052022|023|0046.7
720238306052023|023|0046.7
720238306053000|023|0046.7
720238306053001|023|0046.7
720238306053002|023|0046.7
720238306053003|023|0046.7
720238306053004|023|0046.7
720238306053005|023|0046.7
720238306053006|023|0046.7
720238306053007|023|0046.7
720238306053008|023|0046.7
720238306053009|023|0046.7
720238306061000|023|0046.7
720238306061001|023|0046.7
720238306061002|023|0046.7
720238306061003|023|0046.7
720238306061004|023|0046.7
720238306061005|023|ZZZZZZ
720238306061006|023|0046.1
720238306061007|023|0046.1
720238306061008|023|0046.1
720238306061009|023|0046.1
720238306061010|023|0046.1
720238306061011|023|ZZZZZZ
720238306061012|023|0046.1
720238306061013|023|ZZZZZZ
720238306062000|023|0046.1
720238306062001|023|0046.1
720238306062002|023|0046.1
720238306062003|023|0046.1
720238306062004|023|0046.1
720238306062005|023|0046.1
720238306062006|023|0046.1
720238306062007|023|0046.1
720238306062008|023|0046.1
720238306062009|023|ZZZZZZ
720238306062010|023|ZZZZZZ
720238306062011|023|0046.1
720238306062012|023|0046.1
720238306062013|023|0046.1
720238306062014|023|0046.1
720238306062015|023|0046.1
720238306062016|023|0046.1
720238306062017|023|0046.1
720238306062018|023|0046.1
720238306062019|023|0046.1
720238306062020|023|0046.1
720238306062021|023|0046.1
720238306062022|023|0046.1
720238306062023|023|0046.1
720238306062024|023|0046.1
720238306062025|023|0046.1
720238306062026|023|0046.1
720238306062027|023|0046.1
720238306062028|023|0046.1
720238306062029|023|0046.1
720238306062030|023|0046.1
720238306062031|023|0046.1
720238306062032|023|0046.1
720238306062033|023|0046.1
720238306062034|023|0046.1
720238306062035|023|0046.1
720238306062036|023|0046.1
720238306062037|023|0046.1
720238306062038|023|0046.1
720238306062039|023|0046.1
720238306062040|023|0046.1
720238306071000|023|0046.7
720238306071001|023|0046.7
720238306071002|023|0046.7
720238306071003|023|0046.7
720238306071004|023|0046.7
720238306071005|023|0046.7
720238306071006|023|0046.7
720238306071007|023|0046.7
720238306071008|023|0046.7
720238306071009|023|0046.7
720238306071010|023|0046.7
720238306071011|023|0046.7
720238306071012|023|0046.7
720238306071013|023|0046.7
720238306071014|023|0046.7
720238306071015|023|0046.7
720238306071016|023|0046.7
720238306071017|023|0046.7
720238306071018|023|0046.7
720238306071019|023|0046.7
720238306072000|023|0046.7
720238306072001|023|0046.7
720238306072002|023|0046.1
720238306072003|023|0046.7
720238306072004|023|0046.7
720238306072005|023|0046.1
720238306072006|023|0046.1
720238306072007|023|0046.1
720238306072008|023|0046.1
720238306072009|023|0046.1
720238306072010|023|0046.1
720238306072011|023|0046.1
720238306072012|023|0046.1
720238306072013|023|ZZZZZZ
720238306072014|023|0046.1
720238306072015|023|0046.1
720238306072016|023|0046.1
720238306072017|023|ZZZZZZ
720238306072018|023|0046.1
720238306072019|023|0046.1
720238306072020|023|ZZZZZZ
720238306072021|023|0046.1
720238306073000|023|0046.7
720238306073001|023|0046.7
720238306073002|023|0046.7
720238306073003|023|0046.7
720238306073004|023|0046.7
720238306073005|023|0046.7
720238306073006|023|0046.7
720238306073007|023|0046.7
720238306073008|023|0046.7
720238306073009|023|0046.7
720238306073010|023|0046.7
720238306073011|023|0046.7
720238306073012|023|0046.7
720238306073013|023|0046.7
720238306073014|023|0046.7
720238306073015|023|0046.7
720238306073016|023|0046.7
720238306073017|023|0046.7
720238306073018|023|0046.7
720238306073019|023|0046.7
720238306073020|023|0046.7
720238306073021|023|0046.7
720238306073022|023|0046.7
720238306073023|023|0046.7
720238306073024|023|0046.7
720238306073025|023|0046.7
720238306073026|023|0046.7
720238306073027|023|0046.7
720238306073028|023|0046.7
720238306073029|023|0046.7
720238306073030|023|0046.7
720238306073031|023|0046.7
720238306081000|023|0046.1
720238306081001|023|0046.1
720238306081002|023|0046.1
720238306081003|023|0046.1
720238306081004|023|0046.1
720238306081005|023|0046.1
720238306081006|023|0046.1
720238306081007|023|0046.1
720238306081008|023|0046.1
720238306081009|023|0046.1
720238306081010|023|0046.1
720238306081011|023|0046.1
720238306081012|023|0046.1
720238306081013|023|0046.1
720238306081014|023|0046.1
720238306081015|023|0046.1
720239800001000|023|0046.1
720239800001001|023|ZZZZZZ
720239800001002|023|ZZZZZZ
720239800001003|023|0046.1
720239800001004|023|ZZZZZZ
720239800001005|023|ZZZZZZ
720239800001006|023|ZZZZZZ
720239800001007|023|ZZZZZZ
720239800001008|023|0046.1
720239800001009|023|0046.1
720239800001010|023|ZZZZZZ
720239900000001|023|ZZZZZZ
720239900000002|023|ZZZZZZ
720239900000003|023|ZZZZZZ
720239900000004|023|ZZZZZZ
720252001001000|025|0082.1
720252001001001|025|0082.1
720252001001002|025|0082.1
720252001001003|025|0082.1
720252001001004|025|0082.1
720252001001005|025|0082.1
720252001001006|025|0082.1
720252001001007|025|0082.1
720252001001008|025|0082.1
720252001001009|025|0082.1
720252001001010|025|0082.1
720252001001011|025|0082.1
720252001001012|025|0082.1
720252001001013|025|0082.1
720252001001014|025|0082.1
720252001001015|025|0082.1
720252001001016|025|0082.1
720252001001017|025|0082.1
720252001001018|025|0082.1
720252001001019|025|0082.1
720252001001020|025|0082.1
720252001001021|025|0082.1
720252001001022|025|0082.1
720252001001023|025|0082.1
720252001002000|025|0082.5
720252001002001|025|0082.5
720252001002002|025|0082.3
720252001002003|025|0082.3
720252001002004|025|0082.3
720252001002005|025|0082.5
720252001002006|025|0082.5
720252001002007|025|0082.5
720252001002008|025|0082.3
720252001002009|025|0082.5
720252001002010|025|0082.5
720252001002011|025|0082.3
720252001002012|025|0082.3
720252001002013|025|0082.3
720252001002014|025|0082.5
720252001002015|025|0082.5
720252001002016|025|0082.5
720252001002017|025|0082.5
720252001003000|025|0082.5
720252001003001|025|0082.5
720252001003002|025|0082.5
720252001003003|025|0082.5
720252001003004|025|0082.5
720252001003005|025|0082.5
720252001003006|025|0082.5
720252001003007|025|0082.5
720252001003008|025|0082.5
720252001003009|025|0082.5
720252001003010|025|0082.5
720252001003011|025|0082.5
720252001003012|025|0082.5
720252001003013|025|0082.5
720252001003014|025|0082.5
720252001003015|025|0082.5
720252001003016|025|0082.5
720252001003017|025|0082.5
720252001003018|025|0082.5
720252001003019|025|0082.5
720252001003020|025|0082.5
720252001004000|025|0082.3
720252001004001|025|0082.3
720252001004002|025|0082.3
720252001004003|025|0082.3
720252001004004|025|0082.3
720252001004005|025|0082.3
720252001004006|025|0082.3
720252001004007|025|0082.3
720252001004008|025|0082.3
720252001004009|025|0082.3
720252001004010|025|0082.3
720252001004011|025|0082.3
720252001004012|025|0082.3
720252001004013|025|0082.3
720252001004014|025|0082.3
720252001004015|025|0082.3
720252001004016|025|0082.3
720252001004017|025|0082.3
720252001004018|025|0082.3
720252001004019|025|0082.3
720252001004020|025|0082.3
720252002001000|025|0082.4
720252002001001|025|0082.4
720252002001002|025|0082.4
720252002001003|025|0082.4
720252002001004|025|0082.4
720252002001005|025|0082.6
720252002001006|025|0082.6
720252002001007|025|0082.6
720252002001008|025|0082.6
720252002001009|025|0082.6
720252002002000|025|0082.3
720252002002001|025|0082.3
720252002002002|025|0082.3
720252002002003|025|0082.6
720252002002004|025|0082.3
720252002002005|025|0082.3
720252002002006|025|0082.3
720252002002007|025|0082.3
720252002002008|025|0082.3
720252002002009|025|0082.3
720252002002010|025|0082.3
720252002002011|025|0082.3
720252002002012|025|0082.4
720252002002013|025|0082.6
720252002002014|025|0082.4
720252002002015|025|0082.4
720252002002016|025|0082.6
720252002002017|025|0082.3
720252002002018|025|0082.6
720252002002019|025|0082.6
720252002002020|025|0082.6
720252002002021|025|0082.4
720252003021000|025|0082.8
720252003021001|025|0082.8
720252003021002|025|0082.5
720252003021003|025|0082.5
720252003021004|025|0082.5
720252003021005|025|0082.8
720252003021006|025|0082.8
720252003021007|025|0082.8
720252003021008|025|0082.8
720252003021009|025|0082.8
720252003021010|025|0082.8
720252003021011|025|0082.8
